window_end,window_duration_sec,topic,status,message_count,first_receive_ns,last_receive_ns,first_header_ns,last_header_ns,latest_header_age_ms,header_span_ms,first_local_sequence,last_local_sequence,unique_header_count,duplicate_header_count,nonmonotonic_header_count,invalid_header_count,min_header_gap_ms,max_header_gap_ms,max_receive_gap_ms
2026-08-11T06:28:23Z,5.000976,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-11T06:28:23Z,5.000976,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-11T06:30:02Z,5.000792,/lio/odom,ok,25,1786429799880965289,1786429802280098515,1786429799853451967,1786429802255085468,103.912545,2401.633501,1,25,25,0,0,0,96.068620,105.751992,112.324901
2026-08-11T06:30:02Z,5.000792,/lio/body_odom,ok,37,1786429798680667736,1786429802282829438,1786429798653374433,1786429802255085468,103.912545,3601.711035,1,37,37,0,0,0,94.575167,105.751992,115.050622
2026-08-11T06:30:50Z,5.000656,/lio/odom,ok,24,1786429847781176982,1786429850090996997,1786429847756242752,1786429850059560775,51.964892,2303.318023,1,24,24,0,0,0,93.837977,106.045961,106.085263
2026-08-11T06:30:50Z,5.000656,/lio/body_odom,ok,35,1786429846680062992,1786429850092481004,1786429846655266761,1786429850059560775,51.964892,3404.294014,1,35,35,0,0,0,93.837977,106.045961,146.396900
2026-08-11T06:31:37Z,5.000799,/lio/odom,ok,47,1786429892981277651,1786429897887999649,1786429892963089942,1786429897861492395,111.028415,4898.402453,1,47,47,0,0,0,93.573332,398.606300,418.523694
2026-08-11T06:31:37Z,5.000799,/lio/body_odom,ok,30,1786429894995857555,1786429897889834611,1786429894962326288,1786429897861492395,111.028415,2899.166107,1,30,30,0,0,0,93.573332,111.665010,112.676950
2026-08-11T06:32:27Z,5.000842,/lio/odom,ok,33,1786429943896038972,1786429947091095730,1786429943865585088,1786429947066063880,103.648690,3200.478792,1,33,33,0,0,0,95.628023,104.125261,124.763514
2026-08-11T06:32:27Z,5.000842,/lio/body_odom,ok,40,1786429942989510927,1786429947092856063,1786429942963774681,1786429947066063880,103.648690,4102.289199,1,40,40,0,0,0,95.628023,300.336361,362.048240
