timestamp,monotonic_ns,interface,operstate,carrier,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped,status
2026-08-11T06:28:17Z,2176230000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:28:17Z,2176230000000,enP8p1s0,up,1,10450085212,14116043,0,0,4331861,25955,0,0,ok
2026-08-11T06:28:17Z,2176230000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:28:17Z,2176230000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:28:17Z,2176230000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:28:17Z,2176230000000,wlx6c1ff7881257,up,1,75656902,193593,0,216,419675125,1227792,0,0,ok
2026-08-11T06:29:55Z,2275020000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:29:55Z,2275020000000,enP8p1s0,up,1,10940928360,14783112,0,0,4601176,27819,0,0,ok
2026-08-11T06:29:55Z,2275020000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:29:55Z,2275020000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:29:55Z,2275020000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:29:55Z,2275020000000,wlx6c1ff7881257,up,1,82526579,212429,0,226,457056925,1322739,0,0,ok
2026-08-11T06:30:43Z,2322760000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:30:43Z,2322760000000,enP8p1s0,up,1,11178893352,15103580,0,0,4691404,28404,0,0,ok
2026-08-11T06:30:43Z,2322760000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:30:43Z,2322760000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:30:43Z,2322760000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:30:43Z,2322760000000,wlx6c1ff7881257,up,1,85844770,222736,0,230,474700627,1363724,0,0,ok
2026-08-11T06:31:31Z,2370550000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:31:31Z,2370550000000,enP8p1s0,up,1,11417562102,15426961,0,0,4799368,29136,0,0,ok
2026-08-11T06:31:31Z,2370550000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:31:31Z,2370550000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:31:31Z,2370550000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:31:31Z,2370550000000,wlx6c1ff7881257,up,1,91450796,239184,0,235,491403665,1403716,0,0,ok
2026-08-11T06:32:20Z,2419680000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:32:20Z,2419680000000,enP8p1s0,up,1,11662549980,15757102,0,0,4901286,29791,0,0,ok
2026-08-11T06:32:20Z,2419680000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:32:20Z,2419680000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:32:20Z,2419680000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:32:20Z,2419680000000,wlx6c1ff7881257,up,1,97187860,265660,0,240,509656777,1451508,0,0,ok
2026-08-11T06:34:00Z,2519720000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:34:00Z,2519720000000,enP8p1s0,up,1,12161132182,16428459,0,0,5088352,31007,0,0,ok
2026-08-11T06:34:00Z,2519720000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:34:00Z,2519720000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:34:00Z,2519720000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:34:00Z,2519720000000,wlx6c1ff7881257,up,1,109987237,317386,0,250,544837387,1542783,0,0,ok
2026-08-11T06:34:49Z,2568670000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:34:49Z,2568670000000,enP8p1s0,up,1,12405183252,16756918,0,0,5179156,31593,0,0,ok
2026-08-11T06:34:49Z,2568670000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:34:49Z,2568670000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:34:49Z,2568670000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:34:49Z,2568670000000,wlx6c1ff7881257,up,1,117297422,341588,0,255,560226522,1582213,0,0,ok
2026-08-11T06:35:38Z,2617070000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:35:38Z,2617070000000,enP8p1s0,up,1,12646250968,17081551,0,0,5268790,32181,0,0,ok
2026-08-11T06:35:38Z,2617070000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:35:38Z,2617070000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:35:38Z,2617070000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:35:38Z,2617070000000,wlx6c1ff7881257,up,1,123869144,364410,0,260,577042243,1621416,0,0,ok
2026-08-11T06:36:25Z,2664930000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:36:25Z,2664930000000,enP8p1s0,up,1,12884816870,17402741,0,0,5359204,32762,0,0,ok
2026-08-11T06:36:25Z,2664930000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:36:25Z,2664930000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:36:25Z,2664930000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:36:25Z,2664930000000,wlx6c1ff7881257,up,1,129811555,386571,0,265,594734540,1661078,0,0,ok
2026-08-11T06:37:40Z,2739660000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:37:40Z,2739660000000,enP8p1s0,up,1,13257310264,17903897,0,0,5496958,33653,0,0,ok
2026-08-11T06:37:40Z,2739660000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:37:40Z,2739660000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:37:40Z,2739660000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:37:40Z,2739660000000,wlx6c1ff7881257,up,1,138989935,422111,0,272,621698603,1720616,0,0,ok
2026-08-11T06:38:28Z,2787840000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:38:28Z,2787840000000,enP8p1s0,up,1,13498551446,18228619,0,0,5587774,34237,0,0,ok
2026-08-11T06:38:28Z,2787840000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:38:28Z,2787840000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:38:28Z,2787840000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:38:28Z,2787840000000,wlx6c1ff7881257,up,1,144261896,443912,0,277,639263171,1759863,0,0,ok
2026-08-11T06:39:19Z,2838130000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:39:19Z,2838130000000,enP8p1s0,up,1,13749277528,18566325,0,0,5682014,34850,0,0,ok
2026-08-11T06:39:19Z,2838130000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T06:39:19Z,2838130000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T06:39:19Z,2838130000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
