timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-11T06:28:17Z,2176190000000,0.64,1.88,2.17,13614336,8015680,55937,tj-thermal,ok
2026-08-11T06:29:55Z,2274970000000,4.51,3.02,2.56,12826564,8015680,57062,tj-thermal,ok
2026-08-11T06:30:43Z,2322710000000,3.24,2.93,2.55,12822052,8015680,56968,tj-thermal,ok
2026-08-11T06:31:31Z,2370500000000,2.59,2.80,2.52,12824764,8015680,57000,soc1-thermal,ok
2026-08-11T06:32:20Z,2419630000000,3.84,3.12,2.65,12812508,8015680,57281,tj-thermal,ok
2026-08-11T06:34:00Z,2519660000000,2.67,2.88,2.61,12819116,8015680,57406,tj-thermal,ok
2026-08-11T06:34:49Z,2568620000000,2.81,2.90,2.63,12815708,8015680,57406,soc1-thermal,ok
2026-08-11T06:35:38Z,2617020000000,3.07,2.97,2.67,12810312,8015680,57250,soc1-thermal,ok
2026-08-11T06:36:25Z,2664870000000,3.14,2.95,2.68,12819044,8015680,57281,soc1-thermal,ok
2026-08-11T06:37:40Z,2739610000000,2.79,3.02,2.73,12804408,8015680,57406,soc1-thermal,ok
2026-08-11T06:38:28Z,2787790000000,2.84,3.03,2.75,12803300,8015680,57343,soc1-thermal,ok
2026-08-11T06:39:19Z,2838070000000,2.14,2.82,2.69,12809260,8015680,57218,soc1-thermal,ok
2026-08-11T06:40:08Z,2887140000000,3.13,2.93,2.73,12803248,8015680,57406,tj-thermal,ok
2026-08-11T06:41:22Z,2961590000000,3.26,2.97,2.76,12907240,8015680,57531,tj-thermal,ok
2026-08-11T06:42:12Z,3011660000000,3.66,3.14,2.83,12889424,8015680,57656,soc1-thermal,ok
2026-08-11T06:43:01Z,3060590000000,3.43,3.16,2.85,12905464,8015680,57750,tj-thermal,ok
2026-08-11T06:43:51Z,3110710000000,3.12,3.13,2.86,12870700,8015680,57593,tj-thermal,ok
2026-08-11T06:45:06Z,3185240000000,3.21,3.16,2.89,12812300,8015680,57937,soc1-thermal,ok
2026-08-11T06:45:55Z,3234720000000,2.43,2.98,2.84,12794404,8015680,57843,tj-thermal,ok
2026-08-11T06:46:44Z,3284040000000,2.29,2.87,2.81,12814944,8015680,57968,soc1-thermal,ok
