timestamp,vx,vy,yaw_rate,status
2026-08-11T06:29:42Z,,,,no_data
2026-08-11T06:30:30Z,,,,no_data
2026-08-11T06:31:18Z,,,,no_data
2026-08-11T06:32:07Z,,,,no_data
2026-08-11T06:33:47Z,,,,no_data
2026-08-11T06:34:36Z,,,,no_data
2026-08-11T06:35:24Z,,,,no_data
2026-08-11T06:36:12Z,,,,no_data
2026-08-11T06:37:27Z,,,,no_data
2026-08-11T06:38:15Z,,,,no_data
2026-08-11T06:39:05Z,,,,no_data
2026-08-11T06:39:54Z,,,,no_data
2026-08-11T06:41:09Z,,,,no_data
2026-08-11T06:41:59Z,,,,no_data
2026-08-11T06:42:48Z,,,,no_data
2026-08-11T06:43:38Z,,,,no_data
2026-08-11T06:44:52Z,,,,no_data
2026-08-11T06:45:42Z,,,,no_data
2026-08-11T06:46:31Z,,,,no_data
