timestamp,topic,average_hz,status
2026-08-13T05:42:18Z,/lio/odom,,no_data
2026-08-13T05:42:18Z,/lio/body_odom,,no_data
2026-08-13T05:42:59Z,/imu/data,164.479,ok
2026-08-13T05:43:03Z,/lio/odom,,no_data
2026-08-13T05:43:07Z,/lio/body_odom,,no_data
2026-08-13T05:43:12Z,/body_path,,no_data
2026-08-13T05:43:16Z,/terrain_costmap,,no_data
2026-08-13T05:43:20Z,/sdk2_command,,no_data
2026-08-13T05:43:49Z,/lio/odom,9.698995,ok
2026-08-13T05:43:49Z,/lio/body_odom,9.973643,ok
2026-08-13T05:43:49Z,/imu/data,,no_data
2026-08-13T05:43:53Z,/lio/odom,9.976,ok
2026-08-13T05:43:58Z,/lio/body_odom,,no_data
2026-08-13T05:44:02Z,/body_path,,no_data
2026-08-13T05:44:06Z,/terrain_costmap,1.665,ok
2026-08-13T05:44:10Z,/sdk2_command,,no_data
2026-08-13T05:44:36Z,/lio/odom,10.033034,ok
2026-08-13T05:44:36Z,/lio/body_odom,9.999996,ok
2026-08-13T05:44:36Z,/imu/data,166.801,ok
2026-08-13T05:44:41Z,/lio/odom,9.934,ok
2026-08-13T05:44:45Z,/lio/body_odom,10.027,ok
2026-08-13T05:44:49Z,/body_path,,no_data
2026-08-13T05:44:54Z,/terrain_costmap,2.000,ok
2026-08-13T05:44:58Z,/sdk2_command,,no_data
2026-08-13T05:45:24Z,/lio/odom,9.996540,ok
2026-08-13T05:45:24Z,/lio/body_odom,9.997966,ok
2026-08-13T05:45:25Z,/imu/data,163.811,ok
2026-08-13T05:45:29Z,/lio/odom,9.960,ok
2026-08-13T05:45:33Z,/lio/body_odom,9.966,ok
2026-08-13T05:45:38Z,/body_path,,no_data
2026-08-13T05:45:42Z,/terrain_costmap,,no_data
2026-08-13T05:45:46Z,/sdk2_command,,no_data
2026-08-13T05:46:12Z,/lio/odom,10.041556,ok
2026-08-13T05:46:12Z,/lio/body_odom,10.041377,ok
2026-08-13T05:47:01Z,/imu/data,162.303,ok
2026-08-13T05:47:06Z,/lio/odom,10.015,ok
2026-08-13T05:47:10Z,/lio/body_odom,,no_data
2026-08-13T05:47:15Z,/body_path,,no_data
2026-08-13T05:47:19Z,/terrain_costmap,2.000,ok
2026-08-13T05:47:23Z,/sdk2_command,,no_data
2026-08-13T05:47:53Z,/lio/odom,10.053548,ok
2026-08-13T05:47:53Z,/lio/body_odom,10.556974,ok
2026-08-13T05:47:53Z,/imu/data,158.098,ok
2026-08-13T05:47:57Z,/lio/odom,,no_data
2026-08-13T05:48:02Z,/lio/body_odom,9.579,ok
2026-08-13T05:48:06Z,/body_path,,no_data
2026-08-13T05:48:11Z,/terrain_costmap,,no_data
2026-08-13T05:48:15Z,/sdk2_command,,no_data
2026-08-13T05:48:44Z,/lio/odom,10.005036,ok
2026-08-13T05:48:44Z,/lio/body_odom,10.038958,ok
2026-08-13T05:48:44Z,/imu/data,156.402,ok
2026-08-13T05:48:48Z,/lio/odom,,no_data
2026-08-13T05:48:53Z,/lio/body_odom,10.062,ok
2026-08-13T05:48:57Z,/body_path,,no_data
2026-08-13T05:49:02Z,/terrain_costmap,,no_data
2026-08-13T05:49:06Z,/sdk2_command,,no_data
2026-08-13T05:49:35Z,/lio/odom,10.191814,ok
2026-08-13T05:49:35Z,/lio/body_odom,10.182775,ok
2026-08-13T05:49:35Z,/imu/data,158.925,ok
2026-08-13T05:49:40Z,/lio/odom,9.953,ok
2026-08-13T05:49:44Z,/lio/body_odom,9.729,ok
2026-08-13T05:49:48Z,/body_path,,no_data
2026-08-13T05:49:53Z,/terrain_costmap,,no_data
2026-08-13T05:49:57Z,/sdk2_command,,no_data
2026-08-13T05:50:25Z,/lio/odom,10.095832,ok
2026-08-13T05:50:25Z,/lio/body_odom,9.588464,ok
2026-08-13T05:50:51Z,/imu/data,,no_data
2026-08-13T05:50:56Z,/lio/odom,10.096,ok
2026-08-13T05:51:00Z,/lio/body_odom,,no_data
2026-08-13T05:51:05Z,/body_path,,no_data
2026-08-13T05:51:09Z,/terrain_costmap,,no_data
2026-08-13T05:51:14Z,/sdk2_command,,no_data
2026-08-13T05:51:41Z,/lio/odom,9.846884,ok
2026-08-13T05:51:41Z,/lio/body_odom,9.845348,ok
2026-08-13T05:51:42Z,/imu/data,158.502,ok
2026-08-13T05:51:46Z,/lio/odom,9.934,ok
2026-08-13T05:51:50Z,/lio/body_odom,10.021,ok
2026-08-13T05:51:55Z,/body_path,,no_data
2026-08-13T05:51:59Z,/terrain_costmap,,no_data
2026-08-13T05:52:04Z,/sdk2_command,,no_data
2026-08-13T05:52:32Z,/lio/odom,10.061608,ok
2026-08-13T05:52:32Z,/lio/body_odom,10.160308,ok
2026-08-13T05:52:32Z,/imu/data,161.351,ok
2026-08-13T05:52:37Z,/lio/odom,,no_data
2026-08-13T05:52:41Z,/lio/body_odom,10.262,ok
2026-08-13T05:52:46Z,/body_path,,no_data
2026-08-13T05:52:50Z,/terrain_costmap,,no_data
2026-08-13T05:52:55Z,/sdk2_command,,no_data
2026-08-13T05:53:22Z,/lio/odom,9.979739,ok
2026-08-13T05:53:22Z,/lio/body_odom,9.966326,ok
2026-08-13T05:53:23Z,/imu/data,,no_data
2026-08-13T05:53:27Z,/lio/odom,10.281,ok
2026-08-13T05:53:31Z,/lio/body_odom,8.394,ok
2026-08-13T05:53:36Z,/body_path,,no_data
2026-08-13T05:53:40Z,/terrain_costmap,,no_data
2026-08-13T05:53:44Z,/sdk2_command,,no_data
2026-08-13T05:54:14Z,/lio/odom,10.000712,ok
2026-08-13T05:54:14Z,/lio/body_odom,10.024994,ok
2026-08-13T05:54:39Z,/imu/data,159.870,ok
2026-08-13T05:54:44Z,/lio/odom,,no_data
2026-08-13T05:54:48Z,/lio/body_odom,,no_data
2026-08-13T05:54:53Z,/body_path,,no_data
2026-08-13T05:54:57Z,/terrain_costmap,,no_data
2026-08-13T05:55:02Z,/sdk2_command,,no_data
