timestamp,topic,ros_stamp_ns,frame_id,child_frame_id,x,y,z,qx,qy,qz,qw,yaw,status
2026-08-13T05:43:25Z,/lio/odom,1786599808517303943,world,,0.0018176095327362418,-0.0012146865483373404,0.002699029166251421,-0.0073487041518092155,-0.03927304595708847,0.0003115967265330255,0.9992015361785889,0.0012036201422694305,ok
2026-08-13T05:44:15Z,/lio/odom,1786599856515617609,world,,0.0011667207581922412,-0.0008394035394303501,0.0005525568849407136,-0.007320186123251915,-0.039565373212099075,0.00029590356280095875,0.9991901516914368,0.0011742556552522033,ok
2026-08-13T05:45:02Z,/lio/odom,1786599904216747999,world,,0.004943884443491697,-0.002141612581908703,0.0013141758972778916,-0.007321428041905165,-0.03921883925795555,0.0004155384376645088,0.9992038011550903,0.0014090248574976174,ok
2026-08-13T05:45:51Z,/lio/odom,1786599952222127676,world,,0.005657646805047989,-0.001963975839316845,0.002524290233850479,-0.007386585231870413,-0.039231911301612854,0.00023396442702505738,0.9992028474807739,0.0010503685268341435,ok
2026-08-13T05:47:28Z,/lio/odom,1786600052325333356,world,,0.0046959370374679565,-0.0006396465469151735,0.002282412489876151,-0.007157464046031237,-0.03939114138484001,7.520200597355142e-05,0.9991981983184814,0.0007163878893325235,unpaired_stamp
2026-08-13T05:48:20Z,/lio/odom,1786600102419200181,world,,0.003085573436692357,-0.002345852553844452,0.0019641080871224403,-0.007316382136195898,-0.0393291711807251,0.00018188967078458518,0.9991995692253113,0.0009418961380550124,ok
2026-08-13T05:49:11Z,/lio/odom,1786600153511812925,world,,0.004990751855075359,-0.0015142119955271482,0.0034733351785689592,-0.0069452193565666676,-0.03927350789308548,5.2236198825994506e-05,0.9992043972015381,0.0006519264701597986,ok
2026-08-13T05:50:02Z,/lio/odom,1786600203912080526,world,,0.003590738633647561,-0.004994548857212067,0.0030846947338432074,-0.0072379582561552525,-0.03920023888349533,0.0004133274778723717,0.9992051124572754,0.0013977524465155044,ok
2026-08-13T05:51:18Z,/lio/odom,1786600280410520553,world,,0.0023183689918369055,8.813200111035258e-06,0.00543622812256217,-0.0073287575505673885,-0.03904423490166664,0.00032799632754176855,0.9992105960845947,0.0012315206018989784,ok
2026-08-13T05:52:08Z,/lio/odom,1786600330313726902,world,,0.0011262804036960006,-0.002093640621751547,0.00488657783716917,-0.0070620933547616005,-0.03937909007072449,4.053390966873849e-06,0.999199390411377,0.0005660534200534884,ok
2026-08-13T05:52:59Z,/lio/odom,1786600381109201192,world,,0.0026844015810638666,-0.003309182357043028,0.0014787751715630293,-0.006940716411918402,-0.039463575929403305,0.0001536013587610796,0.9991969466209412,0.0008574374342669693,ok
2026-08-13T05:53:49Z,/lio/odom,1786600432609601497,world,,0.00106217828579247,-0.003153551835566759,0.0018636564491316676,-0.007316169794648886,-0.039321765303611755,0.0003947481163777411,0.9991998076438904,0.0013684651367087653,ok
2026-08-13T05:55:06Z,/lio/odom,1786600508112438917,world,,0.0018011201173067093,-0.0038462169468402863,0.003789338283240795,-0.007093158550560474,-0.03923428803682327,0.0001418268511770293,0.9992049336433411,0.0008426120438486148,ok
