timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-13T05:42:12Z,716570000000,0.32,1.13,0.94,13986960,8015680,50625,soc1-thermal,ok
2026-08-13T05:43:42Z,806590000000,2.00,1.59,1.12,13039712,8015680,51593,tj-thermal,ok
2026-08-13T05:44:30Z,854220000000,3.26,1.94,1.26,13031032,8015680,51781,soc1-thermal,ok
2026-08-13T05:45:17Z,901970000000,2.25,1.91,1.29,13028828,8015680,52156,soc1-thermal,ok
2026-08-13T05:46:05Z,949910000000,3.07,2.18,1.41,13018576,8015680,52468,tj-thermal,ok
2026-08-13T05:47:46Z,1050370000000,2.64,2.39,1.57,13430564,8015680,53125,tj-thermal,ok
2026-08-13T05:48:36Z,1101210000000,6.93,3.62,2.04,12681372,8015680,54062,tj-thermal,ok
2026-08-13T05:49:27Z,1151780000000,5.89,3.86,2.21,12680196,8015680,54500,tj-thermal,ok
2026-08-13T05:50:17Z,1202190000000,5.99,4.17,2.40,12682076,8015680,54875,tj-thermal,ok
2026-08-13T05:51:34Z,1278600000000,6.80,4.97,2.82,12678484,8015680,55281,tj-thermal,ok
2026-08-13T05:52:24Z,1328850000000,7.34,5.38,3.08,12674596,8015680,55281,tj-thermal,ok
2026-08-13T05:53:14Z,1379480000000,7.19,5.69,3.31,12679024,8015680,55437,soc1-thermal,ok
2026-08-13T05:54:06Z,1430760000000,5.26,5.46,3.36,12670912,8015680,55500,soc1-thermal,ok
2026-08-13T05:55:22Z,1506450000000,7.07,5.95,3.70,13733708,8015680,55218,soc1-thermal,ok
