window_end,window_duration_sec,topic,status,message_count,first_receive_ns,last_receive_ns,first_header_ns,last_header_ns,latest_header_age_ms,header_span_ms,first_local_sequence,last_local_sequence,unique_header_count,duplicate_header_count,nonmonotonic_header_count,invalid_header_count,min_header_gap_ms,max_header_gap_ms,max_receive_gap_ms
2026-08-10T05:17:21Z,5.000741,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T05:17:21Z,5.000741,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T05:18:49Z,5.000769,/lio/odom,ok,49,1786339124342527779,1786339129256860494,1786339124323054552,1786339129220995426,81.732293,4897.940874,1,49,49,0,0,0,95.963717,200.046778,199.762415
2026-08-10T05:18:49Z,5.000769,/lio/body_odom,ok,49,1786339124343545685,1786339129260085702,1786339124323054552,1786339129220995426,81.732293,4897.940874,1,49,49,0,0,0,95.963717,200.046778,199.925650
2026-08-10T05:19:38Z,5.000725,/lio/odom,ok,40,1786339173447738001,1786339178347060286,1786339173419046640,1786339178319267988,53.895790,4900.221348,1,40,40,0,0,0,94.030141,295.807123,302.850892
2026-08-10T05:19:38Z,5.000725,/lio/body_odom,ok,40,1786339173449266297,1786339178348488931,1786339173419046640,1786339178319267988,53.895790,4900.221348,1,40,40,0,0,0,94.030141,295.807123,303.027857
2026-08-10T05:20:26Z,5.000719,/lio/odom,ok,40,1786339221755546013,1786339226252854902,1786339221719666719,1786339226217198610,43.596089,4497.531891,1,40,40,0,0,0,95.729113,401.376724,400.109170
2026-08-10T05:20:26Z,5.000719,/lio/body_odom,ok,43,1786339221342180081,1786339226254804291,1786339221319137573,1786339226217198610,43.596089,4898.061037,1,43,43,0,0,0,95.729113,401.376724,397.179278
2026-08-10T05:21:17Z,5.000928,/lio/odom,ok,13,1786339273082780889,1786339277253219134,1786339273021113395,1786339277219347953,71.660723,4198.234558,1,13,13,0,0,0,99.768400,799.147129,820.194715
2026-08-10T05:21:17Z,5.000928,/lio/body_odom,ok,13,1786339273083962098,1786339277254622011,1786339273021113395,1786339277219347953,71.660723,4198.234558,1,13,13,0,0,0,99.768400,799.147129,815.755904
2026-08-10T05:22:53Z,5.000452,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T05:22:53Z,5.000452,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T05:23:43Z,5.000495,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T05:23:43Z,5.000495,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T05:24:32Z,5.000588,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T05:24:32Z,5.000588,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T05:25:21Z,5.000416,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T05:25:21Z,5.000416,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
