timestamp,vx,vy,yaw_rate,status
2026-08-07T08:21:58Z,,,,no_data
2026-08-07T08:22:45Z,,,,no_data
2026-08-07T08:23:33Z,,,,no_data
2026-08-07T08:24:21Z,,,,no_data
2026-08-07T08:25:54Z,,,,no_data
2026-08-07T08:26:42Z,,,,no_data
2026-08-07T08:27:30Z,,,,no_data
2026-08-07T08:28:18Z,,,,no_data
2026-08-07T08:29:29Z,,,,no_data
2026-08-07T08:30:18Z,,,,no_data
2026-08-07T08:31:08Z,,,,no_data
2026-08-07T08:31:58Z,,,,no_data
2026-08-07T08:32:54Z,,,,no_data
2026-08-07T08:33:46Z,,,,no_data
2026-08-07T08:34:37Z,,,,no_data
2026-08-07T08:35:26Z,,,,no_data
2026-08-07T08:36:37Z,,,,no_data
2026-08-07T08:37:27Z,,,,no_data
2026-08-07T08:38:17Z,,,,no_data
2026-08-07T08:39:07Z,,,,no_data
2026-08-07T08:40:04Z,,,,no_data
2026-08-07T08:40:54Z,,,,no_data
2026-08-07T08:41:44Z,,,,no_data
2026-08-07T08:42:35Z,,,,no_data
2026-08-07T08:43:48Z,,,,no_data
2026-08-07T08:44:38Z,,,,no_data
2026-08-07T08:45:29Z,,,,no_data
2026-08-07T08:46:19Z,,,,no_data
2026-08-07T08:47:17Z,,,,no_data
