timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-07T08:20:44Z,143730000000,1.39,0.50,0.19,13984372,8015680,46531,soc1-thermal,ok
2026-08-07T08:22:11Z,231350000000,3.31,1.29,0.49,13671184,8015680,48906,soc1-thermal,ok
2026-08-07T08:22:58Z,278430000000,3.14,1.56,0.62,13681424,8015680,49593,soc1-thermal,ok
2026-08-07T08:23:46Z,326430000000,3.10,1.79,0.76,13719200,8015680,49968,soc1-thermal,ok
2026-08-07T08:24:34Z,374380000000,3.31,2.04,0.89,13707580,8015680,50218,soc1-thermal,ok
2026-08-07T08:26:07Z,467430000000,2.89,2.07,1.01,13606152,8015680,50750,soc1-thermal,ok
2026-08-07T08:26:55Z,515320000000,2.06,1.96,1.02,13607060,8015680,50968,tj-thermal,ok
2026-08-07T08:27:43Z,563330000000,1.41,1.81,1.02,13606684,8015680,51093,soc1-thermal,ok
2026-08-07T08:28:31Z,611340000000,2.65,2.05,1.14,13616640,8015680,51281,soc1-thermal,ok
2026-08-07T08:29:42Z,682170000000,3.02,2.27,1.28,13595184,8015680,52125,tj-thermal,ok
2026-08-07T08:30:31Z,731500000000,2.29,2.15,1.29,13607148,8015680,52093,tj-thermal,ok
2026-08-07T08:31:21Z,781570000000,1.60,1.99,1.28,14016748,8015680,51687,tj-thermal,ok
2026-08-07T08:32:11Z,830840000000,0.89,1.73,1.23,14011120,8015680,51437,tj-thermal,ok
2026-08-07T08:33:08Z,888370000000,3.13,2.14,1.39,13606660,8015680,52531,tj-thermal,ok
2026-08-07T08:34:00Z,940000000000,4.58,2.76,1.64,13931252,8015680,53281,tj-thermal,ok
2026-08-07T08:34:50Z,990360000000,3.28,2.73,1.70,13749832,8015680,52625,soc1-thermal,ok
2026-08-07T08:35:39Z,1039260000000,3.86,2.95,1.83,13560880,8015680,52750,soc1-thermal,ok
2026-08-07T08:36:51Z,1110670000000,2.90,2.87,1.88,13573156,8015680,53062,soc1-thermal,ok
2026-08-07T08:37:40Z,1160700000000,1.90,2.62,1.85,13993004,8015680,52875,soc1-thermal,ok
2026-08-07T08:38:30Z,1210060000000,1.32,2.38,1.81,13986880,8015680,52468,tj-thermal,ok
2026-08-07T08:39:20Z,1259720000000,0.72,2.05,1.73,13984756,8015680,52531,tj-thermal,ok
2026-08-07T08:40:17Z,1317140000000,0.53,1.76,1.65,13981484,8015680,52375,soc1-thermal,ok
2026-08-07T08:41:07Z,1368210000000,2.78,2.10,1.76,13294508,8015680,53875,tj-thermal,ok
2026-08-07T08:41:58Z,1418070000000,4.16,2.64,1.97,13275548,8015680,54812,soc1-thermal,ok
2026-08-07T08:42:49Z,1468730000000,6.50,3.42,2.26,13244188,8015680,55000,tj-thermal,ok
2026-08-07T08:44:01Z,1541630000000,5.94,3.98,2.56,13265336,8015680,55093,soc1-thermal,ok
2026-08-07T08:44:52Z,1592010000000,5.61,4.20,2.71,13220588,8015680,55687,tj-thermal,ok
2026-08-07T08:45:42Z,1642680000000,3.57,3.93,2.70,13956624,8015680,54312,soc1-thermal,ok
2026-08-07T08:46:32Z,1692300000000,1.98,3.45,2.60,13962036,8015680,53656,tj-thermal,ok
2026-08-07T08:47:30Z,1749930000000,1.04,2.94,2.47,13954704,8015680,53343,soc1-thermal,ok
