timestamp,component,running,pids
2026-08-06T09:58:18Z,hesai_lidar,0,
2026-08-06T09:58:18Z,go2_imu_bridge,0,
2026-08-06T09:58:18Z,super_lio,0,
2026-08-06T09:58:18Z,body_odom_adapter,0,
2026-08-06T09:58:18Z,terrain_mapper,0,
2026-08-06T09:58:18Z,body_lattice_planner,0,
2026-08-06T09:58:18Z,go2_sdk2_bridge,0,
2026-08-06T09:58:18Z,go2_rl_controller,0,
2026-08-06T09:59:11Z,hesai_lidar,1,16203;16213
2026-08-06T09:59:11Z,go2_imu_bridge,1,16288;16291
2026-08-06T09:59:11Z,super_lio,1,16324
2026-08-06T09:59:11Z,body_odom_adapter,1,16499
2026-08-06T09:59:11Z,terrain_mapper,1,16505
2026-08-06T09:59:11Z,body_lattice_planner,1,16510
2026-08-06T09:59:11Z,go2_sdk2_bridge,0,
2026-08-06T09:59:11Z,go2_rl_controller,0,
2026-08-06T09:59:53Z,hesai_lidar,1,16203;16213
2026-08-06T09:59:53Z,go2_imu_bridge,1,16288;16291
2026-08-06T09:59:53Z,super_lio,1,16324
2026-08-06T09:59:53Z,body_odom_adapter,1,16499
2026-08-06T09:59:53Z,terrain_mapper,1,16505
2026-08-06T09:59:53Z,body_lattice_planner,1,16510
2026-08-06T09:59:53Z,go2_sdk2_bridge,0,
2026-08-06T09:59:53Z,go2_rl_controller,0,
2026-08-06T10:00:35Z,hesai_lidar,1,16203;16213
2026-08-06T10:00:35Z,go2_imu_bridge,1,16288;16291
2026-08-06T10:00:35Z,super_lio,1,16324
2026-08-06T10:00:35Z,body_odom_adapter,1,16499
2026-08-06T10:00:35Z,terrain_mapper,1,16505
2026-08-06T10:00:35Z,body_lattice_planner,1,16510
2026-08-06T10:00:35Z,go2_sdk2_bridge,0,
2026-08-06T10:00:35Z,go2_rl_controller,0,
2026-08-06T10:01:16Z,hesai_lidar,1,16203;16213
2026-08-06T10:01:16Z,go2_imu_bridge,1,16288;16291
2026-08-06T10:01:16Z,super_lio,1,16324
2026-08-06T10:01:16Z,body_odom_adapter,1,16499
2026-08-06T10:01:16Z,terrain_mapper,1,16505
2026-08-06T10:01:16Z,body_lattice_planner,1,16510
2026-08-06T10:01:16Z,go2_sdk2_bridge,0,
2026-08-06T10:01:16Z,go2_rl_controller,0,
2026-08-06T10:02:18Z,hesai_lidar,1,16203;16213
2026-08-06T10:02:18Z,go2_imu_bridge,1,16288;16291
2026-08-06T10:02:18Z,super_lio,1,16324
2026-08-06T10:02:18Z,body_odom_adapter,1,16499
2026-08-06T10:02:18Z,terrain_mapper,1,16505
2026-08-06T10:02:18Z,body_lattice_planner,1,16510
2026-08-06T10:02:18Z,go2_sdk2_bridge,0,
2026-08-06T10:02:18Z,go2_rl_controller,0,
2026-08-06T10:03:02Z,hesai_lidar,0,
2026-08-06T10:03:02Z,go2_imu_bridge,0,
2026-08-06T10:03:02Z,super_lio,0,
2026-08-06T10:03:02Z,body_odom_adapter,0,
2026-08-06T10:03:02Z,terrain_mapper,0,
2026-08-06T10:03:02Z,body_lattice_planner,0,
2026-08-06T10:03:02Z,go2_sdk2_bridge,0,
2026-08-06T10:03:02Z,go2_rl_controller,0,
2026-08-06T10:03:44Z,hesai_lidar,1,19513;19516
2026-08-06T10:03:44Z,go2_imu_bridge,1,19589;19592
2026-08-06T10:03:44Z,super_lio,1,19623;19980
2026-08-06T10:03:44Z,body_odom_adapter,1,19829
2026-08-06T10:03:44Z,terrain_mapper,1,19835
2026-08-06T10:03:44Z,body_lattice_planner,1,19849
2026-08-06T10:03:44Z,go2_sdk2_bridge,0,
2026-08-06T10:03:44Z,go2_rl_controller,0,
2026-08-06T10:04:26Z,hesai_lidar,1,19513;19516
2026-08-06T10:04:26Z,go2_imu_bridge,1,19589;19592
2026-08-06T10:04:26Z,super_lio,1,19623
2026-08-06T10:04:26Z,body_odom_adapter,1,19829
2026-08-06T10:04:26Z,terrain_mapper,1,19835
2026-08-06T10:04:26Z,body_lattice_planner,1,19849
2026-08-06T10:04:26Z,go2_sdk2_bridge,0,
2026-08-06T10:04:26Z,go2_rl_controller,0,
2026-08-06T10:05:26Z,hesai_lidar,1,19513;19516
2026-08-06T10:05:26Z,go2_imu_bridge,1,19589;19592
2026-08-06T10:05:26Z,super_lio,1,19623
2026-08-06T10:05:26Z,body_odom_adapter,1,19829
2026-08-06T10:05:26Z,terrain_mapper,1,19835
2026-08-06T10:05:26Z,body_lattice_planner,1,19849
2026-08-06T10:05:26Z,go2_sdk2_bridge,0,
2026-08-06T10:05:26Z,go2_rl_controller,0,
2026-08-06T10:06:08Z,hesai_lidar,1,19513;19516
2026-08-06T10:06:08Z,go2_imu_bridge,1,19589;19592
2026-08-06T10:06:08Z,super_lio,1,19623
2026-08-06T10:06:08Z,body_odom_adapter,1,19829
2026-08-06T10:06:08Z,terrain_mapper,1,19835
2026-08-06T10:06:08Z,body_lattice_planner,1,19849
2026-08-06T10:06:08Z,go2_sdk2_bridge,0,
2026-08-06T10:06:08Z,go2_rl_controller,0,
2026-08-06T10:06:50Z,hesai_lidar,1,19513;19516
2026-08-06T10:06:50Z,go2_imu_bridge,1,19589;19592
2026-08-06T10:06:50Z,super_lio,1,19623
2026-08-06T10:06:50Z,body_odom_adapter,1,19829
2026-08-06T10:06:50Z,terrain_mapper,1,19835
2026-08-06T10:06:50Z,body_lattice_planner,1,19849
2026-08-06T10:06:50Z,go2_sdk2_bridge,0,
2026-08-06T10:06:50Z,go2_rl_controller,0,
2026-08-06T10:07:30Z,hesai_lidar,1,19513;19516
2026-08-06T10:07:30Z,go2_imu_bridge,1,19589;19592
2026-08-06T10:07:30Z,super_lio,1,19623
2026-08-06T10:07:30Z,body_odom_adapter,1,19829
2026-08-06T10:07:30Z,terrain_mapper,1,19835
2026-08-06T10:07:30Z,body_lattice_planner,1,19849
2026-08-06T10:07:30Z,go2_sdk2_bridge,0,
2026-08-06T10:07:30Z,go2_rl_controller,0,
