window_end,window_duration_sec,topic,status,message_count,first_receive_ns,last_receive_ns,first_header_ns,last_header_ns,latest_header_age_ms,header_span_ms,first_local_sequence,last_local_sequence,unique_header_count,duplicate_header_count,nonmonotonic_header_count,invalid_header_count,min_header_gap_ms,max_header_gap_ms,max_receive_gap_ms
2026-08-07T06:30:56Z,5.000879,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-07T06:30:56Z,5.000879,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-07T06:32:01Z,5.000786,/lio/odom,ok,43,1786084316760546090,1786084321665001468,1786084316737751960,1786084321637414455,88.233953,4899.662495,1,43,43,0,0,0,96.160173,398.101091,401.391605
2026-08-07T06:32:01Z,5.000786,/lio/body_odom,ok,40,1786084317468031783,1786084321666859866,1786084317437708377,1786084321637414455,88.233953,4199.706078,1,40,40,0,0,0,96.160173,200.423479,206.410769
2026-08-07T06:32:49Z,5.000663,/lio/odom,ok,44,1786084364564814855,1786084369362021111,1786084364540642261,1786084369340437650,114.944145,4799.795389,1,44,44,0,0,0,95.860719,396.124125,420.788565
2026-08-07T06:32:49Z,5.000663,/lio/body_odom,ok,29,1786084366482913196,1786084369363573226,1786084366436742544,1786084369340437650,114.944145,2903.695106,1,29,29,0,0,0,95.875979,197.800636,191.771815
2026-08-07T06:33:37Z,5.000511,/lio/odom,ok,40,1786084412465469274,1786084417174731737,1786084412435237169,1786084417132561206,263.830111,4697.324037,1,40,40,0,0,0,91.676712,296.606541,312.925919
2026-08-07T06:33:37Z,5.000511,/lio/body_odom,ok,40,1786084412466954695,1786084417177330178,1786084412435237169,1786084417132561206,263.830111,4697.324037,1,40,40,0,0,0,91.676712,296.606541,313.179920
2026-08-07T06:34:25Z,5.001076,/lio/odom,ok,48,1786084460358696428,1786084465257762731,1786084460327275753,1786084465231027126,49.345115,4903.751373,1,48,48,0,0,0,93.986512,199.998140,200.590446
2026-08-07T06:34:25Z,5.001076,/lio/body_odom,ok,27,1786084462470573082,1786084465259557898,1786084462431130409,1786084465231027126,49.345115,2799.896717,1,27,27,0,0,0,93.986512,199.998140,200.892729
2026-08-07T06:35:13Z,5.000678,/lio/odom,ok,26,1786084511358753062,1786084513950761311,1786084511324281454,1786084513923957824,53.596075,2599.676370,1,26,26,0,0,0,95.801592,199.921131,197.758065
2026-08-07T06:35:13Z,5.000678,/lio/body_odom,ok,34,1786084510462642642,1786084513952638886,1786084510424694299,1786084513923957824,53.596075,3499.263525,1,34,34,0,0,0,95.801592,200.110197,211.939869
2026-08-07T06:35:58Z,5.000783,/lio/odom,ok,24,1786084556358581662,1786084558858541496,1786084556329699039,1786084558832161188,120.498192,2502.462149,1,24,24,0,0,0,95.759630,200.037718,200.271474
2026-08-07T06:35:58Z,5.000783,/lio/body_odom,ok,47,1786084554057637612,1786084558860445473,1786084554031546592,1786084558832161188,120.498192,4800.614596,1,47,47,0,0,0,95.759630,200.037718,201.489801
