timestamp,monotonic_ns,interface,operstate,carrier,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped,status
2026-08-25T09:14:33Z,150750000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-25T09:14:33Z,150750000000,enP8p1s0,up,1,545662868,787546,0,0,255258,1104,0,0,ok
2026-08-25T09:14:33Z,150750000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-25T09:14:33Z,150750000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-25T09:14:33Z,150750000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-25T09:14:33Z,150750000000,wlx6c1ff7881257,up,1,2102483,4157,0,14,3655742,7186,0,0,ok
2026-08-25T09:16:05Z,245320000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-25T09:16:05Z,245320000000,enP8p1s0,up,1,1014625012,1413477,0,0,477612,2490,0,0,ok
2026-08-25T09:16:05Z,245320000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-25T09:16:05Z,245320000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-25T09:16:05Z,245320000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-25T09:16:05Z,245320000000,wlx6c1ff7881257,up,1,7000384,11603,0,23,30755125,86653,0,0,ok
2026-08-25T09:17:00Z,298950000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-25T09:17:00Z,298950000000,enP8p1s0,up,1,1284238070,1771814,0,0,612896,3318,0,0,ok
2026-08-25T09:17:00Z,298950000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-25T09:17:00Z,298950000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-25T09:17:00Z,298950000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-25T09:17:00Z,298950000000,wlx6c1ff7881257,up,1,10211251,16434,0,27,47164313,128897,0,0,ok
2026-08-25T09:17:52Z,351070000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-25T09:17:52Z,351070000000,enP8p1s0,up,1,1573112136,2139101,0,0,752901,4171,0,0,ok
2026-08-25T09:17:52Z,351070000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-25T09:17:52Z,351070000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-25T09:17:52Z,351070000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-25T09:17:52Z,351070000000,wlx6c1ff7881257,up,1,11617338,20936,0,33,67670592,181996,0,0,ok
