timestamp,monotonic_ns,interface,operstate,carrier,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped,status
2026-08-20T07:58:20Z,222950000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-20T07:58:20Z,222950000000,enP8p1s0,up,1,859168652,1231606,0,0,332335,1414,0,0,ok
2026-08-20T07:58:20Z,222950000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-20T07:58:20Z,222950000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-20T07:58:20Z,222950000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-20T07:58:20Z,222950000000,wlx6c1ff7881257,up,1,2899533,5902,0,20,7091101,14848,0,0,ok
2026-08-20T07:59:53Z,317900000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-20T07:59:53Z,317900000000,enP8p1s0,up,1,1330086452,1859521,0,0,500913,2437,0,0,ok
2026-08-20T07:59:53Z,317900000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-20T07:59:53Z,317900000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-20T07:59:53Z,317900000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-20T07:59:53Z,317900000000,wlx6c1ff7881257,up,1,7303850,12889,0,28,45151684,111343,0,0,ok
2026-08-20T08:00:46Z,370170000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-20T08:00:46Z,370170000000,enP8p1s0,up,1,1590684406,2206140,0,0,572799,2832,0,0,ok
2026-08-20T08:00:46Z,370170000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-20T08:00:46Z,370170000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-20T08:00:46Z,370170000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-20T08:00:46Z,370170000000,wlx6c1ff7881257,up,1,10510671,17654,0,33,62353200,153070,0,0,ok
2026-08-20T08:01:37Z,420970000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-20T08:01:37Z,420970000000,enP8p1s0,up,1,1842885348,2541627,0,0,643441,3219,0,0,ok
2026-08-20T08:01:37Z,420970000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-20T08:01:37Z,420970000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-20T08:01:37Z,420970000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-20T08:01:37Z,420970000000,wlx6c1ff7881257,up,1,12308154,20900,0,38,78401160,192326,0,0,ok
