window_end,window_duration_sec,topic,status,message_count,first_receive_ns,last_receive_ns,first_header_ns,last_header_ns,latest_header_age_ms,header_span_ms,first_local_sequence,last_local_sequence,unique_header_count,duplicate_header_count,nonmonotonic_header_count,invalid_header_count,min_header_gap_ms,max_header_gap_ms,max_receive_gap_ms
2026-08-10T08:42:17Z,5.000730,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T08:42:17Z,5.000730,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T08:43:46Z,5.000675,/lio/odom,ok,24,1786351424637668086,1786351426937167947,1786351424607572078,1786351426907492876,79.438791,2299.920798,1,24,24,0,0,0,95.705509,102.485418,105.556179
2026-08-10T08:43:46Z,5.000675,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T08:44:36Z,5.000742,/lio/odom,ok,42,1786351472643585195,1786351476737973410,1786351472611687660,1786351476709641695,100.920290,4097.954035,1,42,42,0,0,0,95.839739,103.801250,109.925945
2026-08-10T08:44:36Z,5.000742,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T08:45:27Z,5.000825,/lio/odom,ok,38,1786351523643184540,1786351527347992529,1786351523613451719,1786351527309498310,61.730138,3696.046591,1,38,38,0,0,0,95.360756,105.994225,116.504395
2026-08-10T08:45:27Z,5.000825,/lio/body_odom,ok,45,1786351522852358880,1786351527351062224,1786351522813264608,1786351527309498310,61.730138,4496.233702,1,45,45,0,0,0,95.360756,199.993610,251.833467
2026-08-10T08:46:16Z,5.000767,/lio/odom,ok,49,1786351571731409257,1786351576641744955,1786351571714394807,1786351576612211704,103.774900,4897.816897,1,49,49,0,0,0,95.306635,200.254917,244.578337
2026-08-10T08:46:16Z,5.000767,/lio/body_odom,ok,29,1786351573862040469,1786351576643752949,1786351573814516305,1786351576612211704,103.774900,2797.695399,1,29,29,0,0,0,95.846176,102.233886,108.293921
2026-08-10T08:47:52Z,5.000769,/lio/odom,ok,50,1786351667746118367,1786351672643228135,1786351667714147806,1786351672614197731,126.146154,4900.049925,1,50,50,0,0,0,93.984604,108.189344,129.832235
2026-08-10T08:47:52Z,5.000769,/lio/body_odom,ok,29,1786351669867624433,1786351672645096519,1786351669807892084,1786351672614197731,126.146154,2806.305647,1,29,29,0,0,0,95.910549,108.189344,110.621375
2026-08-10T08:48:40Z,5.001144,/lio/odom,ok,50,1786351715944557423,1786351720847661303,1786351715914290666,1786351720814521789,75.081751,4900.231123,1,50,50,0,0,0,95.739604,104.318381,116.693148
2026-08-10T08:48:40Z,5.001144,/lio/body_odom,ok,31,1786351717860642270,1786351720849692341,1786351717814375400,1786351720814521789,75.081751,3000.146389,1,31,31,0,0,0,95.739604,104.318381,109.612474
2026-08-10T08:49:28Z,5.000761,/lio/odom,ok,48,1786351763733685488,1786351768643416071,1786351763712550401,1786351768616499900,112.591114,4903.949499,1,48,48,0,0,0,95.598697,301.879645,345.571880
2026-08-10T08:49:28Z,5.000761,/lio/body_odom,ok,29,1786351765868292559,1786351768645237145,1786351765814586877,1786351768616499900,112.591114,2801.913023,1,29,29,0,0,0,95.681905,106.026173,107.412310
2026-08-10T08:50:17Z,5.000784,/lio/odom,ok,50,1786351812141468668,1786351817040640483,1786351812110522747,1786351817012625455,91.602092,4902.102708,1,50,50,0,0,0,94.022513,105.076313,111.553405
