timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-10T08:42:11Z,1029290000000,2.02,1.99,1.41,14002324,8015680,53406,soc1-thermal,ok
2026-08-10T08:43:40Z,1118730000000,1.99,2.02,1.47,13556024,8015680,53781,soc1-thermal,ok
2026-08-10T08:44:30Z,1168590000000,1.36,1.83,1.43,13565364,8015680,53625,soc1-thermal,ok
2026-08-10T08:45:20Z,1219060000000,1.94,1.84,1.45,13015700,8015680,53937,soc1-thermal,ok
2026-08-10T08:46:10Z,1268390000000,3.04,2.22,1.61,13113588,8015680,54000,soc1-thermal,ok
2026-08-10T08:47:46Z,1364430000000,3.69,2.51,1.77,13101968,8015680,54187,tj-thermal,ok
2026-08-10T08:48:34Z,1412380000000,2.63,2.45,1.79,13110696,8015680,54406,tj-thermal,ok
2026-08-10T08:49:22Z,1460380000000,1.80,2.25,1.75,13106152,8015680,54437,tj-thermal,ok
2026-08-10T08:50:10Z,1508460000000,2.28,2.35,1.81,13101752,8015680,54500,soc1-thermal,ok
2026-08-10T08:51:22Z,1580420000000,1.50,2.07,1.75,13108980,8015680,54750,soc1-thermal,ok
2026-08-10T08:52:10Z,1628420000000,2.44,2.26,1.83,13103440,8015680,54593,soc1-thermal,ok
2026-08-10T08:52:58Z,1676380000000,1.59,2.05,1.79,13099340,8015680,54875,tj-thermal,ok
2026-08-10T08:53:48Z,1726730000000,2.86,2.27,1.87,13101648,8015680,54625,tj-thermal,ok
2026-08-10T08:55:00Z,1798200000000,2.46,2.35,1.94,12992876,8015680,54750,tj-thermal,ok
2026-08-10T08:55:49Z,1847380000000,2.87,2.45,1.99,13091432,8015680,54625,soc1-thermal,ok
2026-08-10T08:56:37Z,1895420000000,3.06,2.60,2.07,13091308,8015680,54656,soc1-thermal,ok
2026-08-10T08:57:25Z,1943490000000,2.59,2.56,2.08,13086232,8015680,54656,tj-thermal,ok
2026-08-10T08:58:39Z,2017950000000,2.49,2.61,2.14,13882000,8015680,54125,tj-thermal,ok
2026-08-10T08:59:29Z,2067750000000,1.61,2.36,2.08,13871536,8015680,53843,tj-thermal,ok
2026-08-10T09:00:18Z,2117260000000,2.66,2.53,2.15,12860504,8015680,54625,soc1-thermal,ok
2026-08-10T09:01:06Z,2164910000000,2.99,2.64,2.21,12928072,8015680,54500,soc1-thermal,ok
2026-08-10T09:02:18Z,2236920000000,2.68,2.59,2.22,13024908,8015680,54531,tj-thermal,ok
2026-08-10T09:03:06Z,2284990000000,2.36,2.55,2.23,13010304,8015680,54531,tj-thermal,ok
2026-08-10T09:03:55Z,2333690000000,2.06,2.43,2.20,13012072,8015680,54593,soc1-thermal,ok
2026-08-10T09:04:43Z,2381300000000,3.52,2.80,2.34,12999636,8015680,54562,tj-thermal,ok
2026-08-10T09:05:41Z,2439880000000,2.16,2.59,2.30,13792104,8015680,54031,soc1-thermal,ok
2026-08-10T09:06:31Z,2489820000000,1.07,2.22,2.19,13793724,8015680,53937,tj-thermal,ok
