timestamp,vx,vy,yaw_rate,status
2026-08-05T02:56:45Z,,,,no_data
2026-08-05T02:57:28Z,,,,no_data
2026-08-05T02:58:11Z,,,,no_data
2026-08-05T02:58:54Z,,,,no_data
2026-08-05T02:59:39Z,,,,no_data
2026-08-05T03:00:22Z,,,,no_data
2026-08-05T03:01:06Z,,,,no_data
2026-08-05T03:01:49Z,,,,no_data
2026-08-05T03:02:34Z,,,,no_data
2026-08-05T03:03:17Z,,,,no_data
2026-08-05T03:04:00Z,,,,no_data
2026-08-05T03:04:43Z,,,,no_data
2026-08-05T03:05:28Z,,,,no_data
2026-08-05T03:06:11Z,,,,no_data
2026-08-05T03:06:54Z,,,,no_data
2026-08-05T03:07:37Z,,,,no_data
2026-08-05T03:08:22Z,,,,no_data
2026-08-05T03:09:05Z,,,,no_data
2026-08-05T03:09:49Z,,,,no_data
2026-08-05T03:10:33Z,,,,no_data
2026-08-05T03:11:31Z,,,,no_data
2026-08-05T03:12:14Z,,,,no_data
2026-08-05T03:12:55Z,,,,no_data
2026-08-05T03:13:37Z,,,,no_data
2026-08-05T03:14:37Z,,,,no_data
2026-08-05T03:15:19Z,,,,no_data
2026-08-05T03:16:01Z,,,,no_data
2026-08-05T03:16:43Z,,,,no_data
2026-08-05T03:17:34Z,,,,no_data
2026-08-05T03:18:14Z,,,,no_data
2026-08-05T03:18:57Z,,,,no_data
2026-08-05T03:19:40Z,,,,no_data
2026-08-05T03:20:32Z,,,,no_data
2026-08-05T03:21:14Z,,,,no_data
