window_end,window_duration_sec,topic,status,message_count,first_receive_ns,last_receive_ns,first_header_ns,last_header_ns,latest_header_age_ms,header_span_ms,first_local_sequence,last_local_sequence,unique_header_count,duplicate_header_count,nonmonotonic_header_count,invalid_header_count,min_header_gap_ms,max_header_gap_ms,max_receive_gap_ms
2026-08-07T07:25:03Z,5.000736,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-07T07:25:03Z,5.000736,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-07T07:26:05Z,5.000910,/lio/odom,ok,22,1786087563354353925,1786087565658991883,1786087563329809188,1786087565631826639,52.467156,2302.017451,1,22,22,0,0,0,96.028090,202.070951,204.205330
2026-08-07T07:26:05Z,5.000910,/lio/body_odom,ok,31,1786087562375050354,1786087565661215552,1786087562334100246,1786087565631826639,52.467156,3297.726393,1,31,31,0,0,0,95.543622,202.070951,203.696583
2026-08-07T07:26:51Z,5.000822,/lio/odom,ok,26,1786087608359718012,1786087610962301265,1786087608331679582,1786087610929690837,134.643732,2598.011255,1,26,26,0,0,0,93.866587,201.975584,202.600661
2026-08-07T07:26:51Z,5.000822,/lio/body_odom,ok,36,1786087607279246467,1786087610964929035,1786087607235926628,1786087610929690837,134.643732,3693.764209,1,36,36,0,0,0,93.866587,204.062938,209.372284
2026-08-07T07:27:37Z,5.000691,/lio/odom,ok,46,1786087653360447525,1786087657862497464,1786087653333478450,1786087657831669330,90.449567,4498.190880,1,46,46,0,0,0,95.767736,104.238272,109.936821
2026-08-07T07:27:37Z,5.000691,/lio/body_odom,ok,50,1786087652959973419,1786087657864021432,1786087652931803941,1786087657831669330,90.449567,4899.865389,1,50,50,0,0,0,95.767736,104.238272,109.852692
2026-08-07T07:28:24Z,5.000829,/lio/odom,ok,35,1786087701357367310,1786087704861731559,1786087701333408832,1786087704833596706,74.979128,3500.187874,1,35,35,0,0,0,95.623970,202.167749,199.237148
2026-08-07T07:28:24Z,5.000829,/lio/body_odom,ok,48,1786087699950219989,1786087704863612108,1786087699933195829,1786087704833596706,74.979128,4900.400877,1,48,48,0,0,0,95.623970,202.167749,214.846234
2026-08-07T07:29:34Z,5.000726,/lio/odom,ok,39,1786087770360741617,1786087774160194911,1786087770331228017,1786087774131594181,38.426921,3800.366164,1,39,39,0,0,0,95.637322,104.327917,107.900645
2026-08-07T07:29:34Z,5.000726,/lio/body_odom,ok,48,1786087769379407839,1786087774163523002,1786087769329223632,1786087774131594181,38.426921,4802.370549,1,48,48,0,0,0,95.637322,201.230049,176.814402
2026-08-07T07:30:23Z,5.000512,/lio/odom,ok,49,1786087818457350718,1786087823356560549,1786087818432950735,1786087823331016302,34.446956,4898.065567,1,49,49,0,0,0,95.750809,202.807188,210.277616
2026-08-07T07:30:23Z,5.000512,/lio/body_odom,ok,49,1786087818458797687,1786087823358365475,1786087818432950735,1786087823331016302,34.446956,4898.065567,1,49,49,0,0,0,95.750809,202.807188,210.413970
