timestamp,topic,average_hz,status
2026-08-07T07:25:03Z,/lio/odom,,no_data
2026-08-07T07:25:03Z,/lio/body_odom,,no_data
2026-08-07T07:25:17Z,/imu/data,166.498,ok
2026-08-07T07:25:21Z,/lio/odom,9.958,ok
2026-08-07T07:25:25Z,/lio/body_odom,,no_data
2026-08-07T07:25:30Z,/body_path,,no_data
2026-08-07T07:25:34Z,/terrain_costmap,2.005,ok
2026-08-07T07:25:38Z,/sdk2_command,,no_data
2026-08-07T07:26:05Z,/lio/odom,9.112059,ok
2026-08-07T07:26:05Z,/lio/body_odom,9.129186,ok
2026-08-07T07:26:05Z,/imu/data,165.078,ok
2026-08-07T07:26:10Z,/lio/odom,9.190,ok
2026-08-07T07:26:14Z,/lio/body_odom,9.126,ok
2026-08-07T07:26:18Z,/body_path,,no_data
2026-08-07T07:26:23Z,/terrain_costmap,2.004,ok
2026-08-07T07:26:27Z,/sdk2_command,,no_data
2026-08-07T07:26:51Z,/lio/odom,9.605838,ok
2026-08-07T07:26:51Z,/lio/body_odom,9.496205,ok
2026-08-07T07:26:51Z,/imu/data,165.111,ok
2026-08-07T07:26:55Z,/lio/odom,9.972,ok
2026-08-07T07:26:59Z,/lio/body_odom,9.178,ok
2026-08-07T07:27:04Z,/body_path,,no_data
2026-08-07T07:27:08Z,/terrain_costmap,,no_data
2026-08-07T07:27:12Z,/sdk2_command,,no_data
2026-08-07T07:27:37Z,/lio/odom,9.995448,ok
2026-08-07T07:27:37Z,/lio/body_odom,9.991749,ok
2026-08-07T07:27:38Z,/imu/data,165.632,ok
2026-08-07T07:27:42Z,/lio/odom,9.082,ok
2026-08-07T07:27:46Z,/lio/body_odom,10.329,ok
2026-08-07T07:27:51Z,/body_path,,no_data
2026-08-07T07:27:55Z,/terrain_costmap,1.984,ok
2026-08-07T07:27:59Z,/sdk2_command,,no_data
2026-08-07T07:28:24Z,/lio/odom,9.702187,ok
2026-08-07T07:28:24Z,/lio/body_odom,9.565694,ok
2026-08-07T07:28:45Z,/imu/data,,no_data
2026-08-07T07:28:49Z,/lio/odom,9.062,ok
2026-08-07T07:28:54Z,/lio/body_odom,9.984,ok
2026-08-07T07:28:58Z,/body_path,,no_data
2026-08-07T07:29:02Z,/terrain_costmap,,no_data
2026-08-07T07:29:06Z,/sdk2_command,,no_data
2026-08-07T07:29:34Z,/lio/odom,10.001441,ok
2026-08-07T07:29:34Z,/lio/body_odom,9.824177,ok
2026-08-07T07:29:34Z,/imu/data,163.463,ok
2026-08-07T07:29:38Z,/lio/odom,9.996,ok
2026-08-07T07:29:43Z,/lio/body_odom,9.971,ok
2026-08-07T07:29:47Z,/body_path,,no_data
2026-08-07T07:29:51Z,/terrain_costmap,1.973,ok
2026-08-07T07:29:55Z,/sdk2_command,,no_data
2026-08-07T07:30:23Z,/lio/odom,9.797495,ok
2026-08-07T07:30:23Z,/lio/body_odom,9.796781,ok
2026-08-07T07:30:23Z,/imu/data,166.447,ok
2026-08-07T07:30:27Z,/lio/odom,10.054,ok
2026-08-07T07:30:32Z,/lio/body_odom,9.971,ok
2026-08-07T07:30:36Z,/body_path,,no_data
2026-08-07T07:30:40Z,/terrain_costmap,2.016,ok
2026-08-07T07:30:45Z,/sdk2_command,,no_data
