timestamp,component,running,pids
2026-08-04T07:49:54Z,hesai_lidar,0,
2026-08-04T07:49:54Z,go2_imu_bridge,0,
2026-08-04T07:49:54Z,super_lio,0,
2026-08-04T07:49:54Z,body_odom_adapter,0,
2026-08-04T07:49:54Z,terrain_mapper,0,
2026-08-04T07:49:54Z,body_lattice_planner,0,
2026-08-04T07:49:54Z,go2_sdk2_bridge,0,
2026-08-04T07:49:54Z,go2_rl_controller,0,
2026-08-04T07:50:37Z,hesai_lidar,1,6444;6450
2026-08-04T07:50:37Z,go2_imu_bridge,1,6521;6524
2026-08-04T07:50:37Z,super_lio,1,6559
2026-08-04T07:50:37Z,body_odom_adapter,1,6724
2026-08-04T07:50:37Z,terrain_mapper,1,6748
2026-08-04T07:50:37Z,body_lattice_planner,1,6751
2026-08-04T07:50:37Z,go2_sdk2_bridge,0,
2026-08-04T07:50:37Z,go2_rl_controller,0,
2026-08-04T07:51:20Z,hesai_lidar,1,6444;6450
2026-08-04T07:51:20Z,go2_imu_bridge,1,6521;6524
2026-08-04T07:51:20Z,super_lio,1,6559
2026-08-04T07:51:20Z,body_odom_adapter,1,6724
2026-08-04T07:51:20Z,terrain_mapper,1,6748
2026-08-04T07:51:20Z,body_lattice_planner,1,6751
2026-08-04T07:51:20Z,go2_sdk2_bridge,0,
2026-08-04T07:51:20Z,go2_rl_controller,0,
