timestamp,component,running,pids,states,cpu_percent_interval,rss_kib,threads,metrics_status
2026-08-11T01:15:55Z,hesai_lidar,0,,,,0,0,stopped
2026-08-11T01:15:55Z,go2_imu_bridge,0,,,,0,0,stopped
2026-08-11T01:15:55Z,super_lio,0,,,,0,0,stopped
2026-08-11T01:15:55Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-11T01:15:55Z,terrain_mapper,0,,,,0,0,stopped
2026-08-11T01:15:55Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-11T01:15:55Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-11T01:15:55Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-11T01:17:25Z,hesai_lidar,1,6415;6429,6415:S;6429:R,,220052,18,baseline
2026-08-11T01:17:25Z,go2_imu_bridge,1,6487;6490,6487:S;6490:S,,125004,21,baseline
2026-08-11T01:17:25Z,super_lio,1,6527,6527:R,,143912,15,baseline
2026-08-11T01:17:25Z,body_odom_adapter,1,7103,7103:S,,87580,12,baseline
2026-08-11T01:17:25Z,terrain_mapper,1,7109,7109:S,,98304,12,baseline
2026-08-11T01:17:25Z,body_lattice_planner,1,7114,7114:S,,92064,12,baseline
2026-08-11T01:17:25Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-11T01:17:25Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-11T01:18:18Z,hesai_lidar,1,6415;6429,6415:S;6429:S,18.855,219380,18,ok
2026-08-11T01:18:18Z,go2_imu_bridge,1,6487;6490,6487:S;6490:S,9.912,124504,21,ok
2026-08-11T01:18:18Z,super_lio,1,6527,6527:R,36.986,146568,15,ok
2026-08-11T01:18:18Z,body_odom_adapter,1,7103,7103:S,1.008,87036,12,ok
2026-08-11T01:18:18Z,terrain_mapper,1,7109,7109:S,4.947,105932,12,ok
2026-08-11T01:18:18Z,body_lattice_planner,1,7114,7114:S,1.389,93176,12,ok
2026-08-11T01:18:18Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-11T01:18:18Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-11T01:19:09Z,hesai_lidar,1,6415;6429,6415:S;6429:R,23.004,221128,18,ok
2026-08-11T01:19:09Z,go2_imu_bridge,1,6487;6490,6487:S;6490:S,10.400,126260,21,ok
2026-08-11T01:19:09Z,super_lio,1,6527,6527:S,43.379,145416,15,ok
2026-08-11T01:19:09Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-11T01:19:09Z,terrain_mapper,0,,,,0,0,stopped
2026-08-11T01:19:09Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-11T01:19:09Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-11T01:19:09Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-11T01:19:59Z,hesai_lidar,1,6415;6429,6415:S;6429:S,19.396,220916,18,ok
2026-08-11T01:19:59Z,go2_imu_bridge,1,6487;6490,6487:S;6490:S,9.798,125664,21,ok
2026-08-11T01:19:59Z,super_lio,1,6527,6527:R,36.853,147124,15,ok
2026-08-11T01:19:59Z,body_odom_adapter,1,8705,8705:S,,87628,12,baseline
2026-08-11T01:19:59Z,terrain_mapper,1,8714,8714:S,,98224,12,baseline
2026-08-11T01:19:59Z,body_lattice_planner,1,8719,8719:S,,93568,12,baseline
2026-08-11T01:19:59Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-11T01:19:59Z,go2_rl_controller,0,,,,0,0,stopped
