window_end,window_duration_sec,topic,status,message_count,first_receive_ns,last_receive_ns,first_header_ns,last_header_ns,latest_header_age_ms,header_span_ms,first_local_sequence,last_local_sequence,unique_header_count,duplicate_header_count,nonmonotonic_header_count,invalid_header_count,min_header_gap_ms,max_header_gap_ms,max_receive_gap_ms
2026-08-11T01:16:01Z,5.000669,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-11T01:16:01Z,5.000669,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-11T01:17:34Z,5.000663,/lio/odom,ok,45,1786411049697314997,1786411054119146045,1786411049656908750,1786411054061124801,111.714311,4404.216051,1,45,45,0,0,0,92.642069,106.217146,132.451075
2026-08-11T01:17:34Z,5.000663,/lio/body_odom,ok,50,1786411049207615963,1786411054123816874,1786411049157183408,1786411054061124801,111.714311,4903.941393,1,50,50,0,0,0,92.642069,106.217146,132.790160
2026-08-11T01:18:25Z,5.000682,/lio/odom,ok,47,1786411101207953789,1786411105787241628,1786411101159200429,1786411105763292074,91.426655,4604.091645,1,47,47,0,0,0,93.436480,105.975628,159.781856
2026-08-11T01:18:25Z,5.000682,/lio/body_odom,ok,50,1786411100894892595,1786411105792885089,1786411100857504367,1786411105763292074,91.426655,4905.787707,1,50,50,0,0,0,93.436480,105.975628,154.583019
2026-08-11T01:19:16Z,5.000634,/lio/odom,ok,31,1786411153682479004,1786411156685495571,1786411153661852121,1786411156661796092,48.304192,2999.943971,1,31,29,2,0,0,37.841082,360.021829,386.267474
2026-08-11T01:19:16Z,5.000634,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-11T01:20:07Z,5.000607,/lio/odom,ok,48,1786411202766854509,1786411207691618856,1786411202658171892,1786411207658369779,87.848641,5000.197887,1,48,48,0,0,0,92.432022,400.004148,352.806594
2026-08-11T01:20:07Z,5.000607,/lio/body_odom,ok,43,1786411203199099637,1786411207693037684,1786411203161974906,1786411207658369779,87.848641,4496.394873,1,43,43,0,0,0,92.432022,400.004148,351.761121
