window_end,window_duration_sec,topic,status,message_count,first_receive_ns,last_receive_ns,first_header_ns,last_header_ns,latest_header_age_ms,header_span_ms,first_local_sequence,last_local_sequence,unique_header_count,duplicate_header_count,nonmonotonic_header_count,invalid_header_count,min_header_gap_ms,max_header_gap_ms,max_receive_gap_ms
2026-08-12T03:04:26Z,5.000704,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:04:26Z,5.000704,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:05:56Z,5.000630,/lio/odom,ok,31,1786503954086837907,1786503956819699132,1786503953789257526,1786503956789594411,78.553275,3000.336885,1,31,31,0,0,0,96.126556,104.292870,108.636609
2026-08-12T03:05:56Z,5.000630,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:06:47Z,5.000749,/lio/odom,ok,50,1786504002811667953,1786504007725841365,1786504002792935371,1786504007689680099,76.631225,4896.744728,1,50,50,0,0,0,94.268322,104.252100,111.891935
2026-08-12T03:06:47Z,5.000749,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:07:37Z,5.000747,/lio/odom,ok,50,1786504053010527143,1786504057916341707,1786504052987962007,1786504057890221834,62.440939,4902.259827,1,50,50,0,0,0,94.393015,105.771065,120.316758
2026-08-12T03:07:37Z,5.000747,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:08:28Z,5.000721,/lio/odom,ok,50,1786504103818300896,1786504108722746465,1786504103793111324,1786504108690524339,68.985079,4897.413015,1,50,50,0,0,0,95.111847,103.961707,112.979196
2026-08-12T03:08:28Z,5.000721,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:09:42Z,5.000817,/lio/odom,ok,50,1786504177810217644,1786504182716527054,1786504177787418127,1786504182687784910,55.539705,4900.366783,1,50,50,0,0,0,95.315456,104.128838,113.109535
2026-08-12T03:09:42Z,5.000817,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:10:33Z,5.000501,/lio/odom,ok,36,1786504230097059915,1786504233322766160,1786504229789421081,1786504233288788318,36.372683,3499.367237,1,36,36,0,0,0,95.235824,103.425026,108.875215
2026-08-12T03:10:33Z,5.000501,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:11:23Z,5.001614,/lio/odom,ok,50,1786504278606609100,1786504283514978037,1786504278584753990,1786504283484479665,60.077379,4899.725675,1,50,50,0,0,0,94.233275,104.380131,111.505450
2026-08-12T03:11:23Z,5.001614,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:12:13Z,5.000691,/lio/odom,ok,48,1786504328807574513,1786504333712170967,1786504328782639503,1786504333684511184,77.660976,4901.871681,1,48,48,0,0,0,91.777563,297.709703,378.028532
2026-08-12T03:12:13Z,5.000691,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:13:27Z,5.000649,/lio/odom,ok,41,1786504403808714380,1786504407810077023,1786504403779778003,1786504407779993057,103.407472,4000.215054,1,41,41,0,0,0,95.283031,103.741646,114.699430
2026-08-12T03:13:27Z,5.000649,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:14:18Z,5.000629,/lio/odom,ok,50,1786504453106160978,1786504458007416703,1786504453078716516,1786504457980317115,50.342543,4901.600599,1,50,50,0,0,0,95.420837,104.787827,116.578279
2026-08-12T03:14:18Z,5.000629,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:15:08Z,5.000731,/lio/odom,ok,50,1786504503502290972,1786504508404090191,1786504503474920511,1786504508373538732,80.706915,4898.618221,1,50,50,0,0,0,95.507860,104.173422,109.080940
2026-08-12T03:15:08Z,5.000731,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:15:58Z,5.000955,/lio/odom,ok,49,1786504553900715744,1786504558705330437,1786504553874068260,1786504558675516366,94.728391,4801.448106,1,49,49,0,0,0,94.438553,104.410887,108.919658
2026-08-12T03:15:58Z,5.000955,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:17:12Z,5.000860,/lio/odom,ok,50,1786504627393738994,1786504632299393215,1786504627375924348,1786504632270447969,105.088281,4894.523621,1,50,50,0,0,0,95.009803,105.821132,105.711168
2026-08-12T03:17:12Z,5.000860,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:18:02Z,5.000796,/lio/odom,ok,27,1786504679900801477,1786504682497645585,1786504679869243383,1786504682469077348,91.447007,2599.833965,1,27,27,0,0,0,95.657111,104.438543,108.357716
2026-08-12T03:18:02Z,5.000796,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-12T03:18:52Z,5.000895,/lio/odom,ok,50,1786504727888732265,1786504732795932671,1786504727868292570,1786504732770025968,91.153110,4901.733398,1,50,50,0,0,0,95.453023,104.182482,110.924632
2026-08-12T03:18:52Z,5.000895,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
