timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-07T09:25:15Z,102240000000,0.79,0.26,0.09,13958816,8015680,51500,soc1-thermal,ok
2026-08-07T09:26:44Z,191120000000,1.41,0.56,0.21,13775820,8015680,52656,tj-thermal,ok
2026-08-07T09:27:32Z,238840000000,3.74,1.32,0.49,13679832,8015680,52843,soc1-thermal,ok
2026-08-07T09:28:19Z,285820000000,2.35,1.34,0.54,13677848,8015680,53093,soc1-thermal,ok
2026-08-07T09:29:08Z,334630000000,2.94,1.61,0.67,13684208,8015680,52937,soc1-thermal,ok
2026-08-07T09:30:41Z,427940000000,1.88,1.69,0.80,13678284,8015680,53187,soc1-thermal,ok
2026-08-07T09:31:31Z,477930000000,2.87,2.02,0.96,13781272,8015680,53281,tj-thermal,ok
2026-08-07T09:32:21Z,527670000000,2.41,2.00,1.01,13781624,8015680,53187,tj-thermal,ok
2026-08-07T09:33:10Z,577480000000,2.99,2.22,1.13,13780308,8015680,53406,tj-thermal,ok
2026-08-07T09:34:11Z,637870000000,1.98,2.09,1.16,13647580,8015680,53562,tj-thermal,ok
2026-08-07T09:34:59Z,686210000000,3.30,2.36,1.30,13646364,8015680,53625,tj-thermal,ok
2026-08-07T09:35:47Z,734090000000,2.79,2.38,1.36,13646120,8015680,53656,tj-thermal,ok
2026-08-07T09:36:35Z,782120000000,1.60,2.13,1.33,13633352,8015680,53843,soc1-thermal,ok
2026-08-07T09:37:47Z,854130000000,2.21,2.16,1.39,13554364,8015680,53937,soc1-thermal,ok
2026-08-07T09:38:35Z,901590000000,2.59,2.24,1.46,13586680,8015680,53968,soc1-thermal,ok
2026-08-07T09:39:23Z,950150000000,3.71,2.62,1.63,13584316,8015680,54156,soc1-thermal,ok
2026-08-07T09:40:11Z,998410000000,3.39,2.72,1.71,13974512,8015680,54406,soc1-thermal,ok
2026-08-07T09:41:09Z,1056000000000,1.51,2.28,1.63,13975092,8015680,53468,soc1-thermal,ok
2026-08-07T09:41:59Z,1105550000000,0.76,1.98,1.55,13979676,8015680,53312,soc1-thermal,ok
2026-08-07T09:42:48Z,1155000000000,0.75,1.81,1.52,13975100,8015680,53218,tj-thermal,ok
2026-08-07T09:43:37Z,1204690000000,0.98,1.68,1.49,13725728,8015680,53812,soc1-thermal,ok
2026-08-07T09:44:51Z,1277980000000,1.64,1.69,1.50,13630308,8015680,54250,soc1-thermal,ok
2026-08-07T09:45:38Z,1325470000000,3.80,2.22,1.69,13613756,8015680,54468,tj-thermal,ok
2026-08-07T09:46:27Z,1373760000000,2.32,2.06,1.66,13621024,8015680,54687,tj-thermal,ok
2026-08-07T09:47:15Z,1421660000000,2.31,2.05,1.67,13629100,8015680,54406,soc1-thermal,ok
2026-08-07T09:48:27Z,1493630000000,2.39,2.22,1.77,13623076,8015680,54281,tj-thermal,ok
2026-08-07T09:49:15Z,1541640000000,2.13,2.15,1.76,13619272,8015680,54343,tj-thermal,ok
