timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-25T01:21:11Z,ok,397547,1787565592,4168,,64000,500,1787565591.933490,1787565592.031020,0,0
2026-08-25T01:22:48Z,frame_reset,94616,1787620972,988,,64000,500,1787620972.738000,1787620972.838502,0,0
2026-08-25T01:23:46Z,ok,148089,1787621029,1550,562,64000,500,1787621028.940838,1787621029.038646,0,0
2026-08-25T01:24:40Z,ok,199526,1787621082,2087,537,64000,500,1787621082.634667,1787621082.734285,2,0
2026-08-25T01:25:34Z,ok,250066,1787621135,2619,532,64000,500,1787621135.832624,1787621135.932128,0,0
2026-08-25T01:27:39Z,ok,368721,1787621260,3868,1249,64000,500,1787621260.730663,1787621260.830094,0,0
2026-08-25T01:28:31Z,ok,419110,1787621313,4394,526,64000,500,1787621313.331120,1787621313.430703,2,0
2026-08-25T01:29:25Z,ok,470922,1787621367,4935,541,64000,500,1787621367.432066,1787621367.532173,2,0
2026-08-25T01:30:19Z,ok,522382,1787621421,5470,535,64000,500,1787621420.932604,1787621421.032923,3,0
2026-08-25T01:31:36Z,ok,595627,1787621498,6241,771,64000,500,1787621498.032709,1787621498.132929,0,0
2026-08-25T01:32:28Z,ok,644742,1787621549,6758,517,64000,500,1787621549.734101,1787621549.834153,0,0
