timestamp,topic,ros_stamp_ns,frame_id,child_frame_id,x,y,z,qx,qy,qz,qw,yaw,status
2026-08-25T01:22:32Z,/lio/body_odom,1787620954433986425,world,base_link,0.005174009595066309,0.0019054466392844915,0.0028058954048901796,-0.03078183639431802,0.01033424267147148,-0.7053434688075814,0.708121651262754,-1.5660267430741492,ok
2026-08-25T01:23:29Z,/lio/body_odom,1787621012337621688,world,base_link,0.001930483733303845,0.0031291414052248,0.0016541063087061048,-0.030856037377052736,0.010404655611510615,-0.7054701962875728,0.7079911371259993,-1.5663873926719585,ok
2026-08-25T01:24:24Z,/lio/body_odom,1787621066334343194,world,base_link,0.0009861467406153679,0.0048333946615457535,0.0012166331289336085,-0.030936483358085746,0.010619322067999652,-0.7047582054456719,0.7086931888012239,-1.564387466061834,ok
2026-08-25T01:25:17Z,/lio/body_odom,1787621119330496311,world,base_link,0.004598537459969521,0.0033927804324775934,0.001120859757065773,-0.03071769009025016,0.010291682656707693,-0.7046429621012715,0.7088221220763071,-1.564048741610781,ok
2026-08-25T01:27:23Z,/lio/body_odom,1787621245226091146,world,base_link,0.06900585442781448,0.028420226648449898,-0.019902799278497696,-0.030999169172343792,0.01489169368651865,-0.6663537167481483,0.7448422740055106,-1.4590415228845814,ok
2026-08-25T01:28:15Z,/lio/body_odom,1787621297426463603,world,base_link,0.06862732023000717,0.027779338881373405,-0.021976862102746964,-0.031303133197553464,0.015238996067420199,-0.6664243876968458,0.7447593049662136,-1.4592524042375534,ok
2026-08-25T01:29:08Z,/lio/body_odom,1787621351026951551,world,base_link,0.06839261949062347,0.028727006167173386,-0.021939711645245552,-0.03128214919631868,0.01492749158376974,-0.6665887178385804,0.744619418486379,-1.4596734393645336,ok
2026-08-25T01:30:03Z,/lio/body_odom,1787621404927791595,world,base_link,0.0674026608467102,0.027982253581285477,-0.023018062114715576,-0.031561259654867335,0.015327511348154327,-0.6666587268632377,0.7445368333279136,-1.4598861372373204,ok
2026-08-25T01:31:21Z,/lio/body_odom,1787621482728611946,world,base_link,0.06963144987821579,0.027876926586031914,-0.022225629538297653,-0.03153842903947517,0.015383723330000328,-0.6666924056402976,0.7445064840629535,-1.4599802321171869,ok
2026-08-25T01:32:12Z,/lio/body_odom,1787621534428214073,world,base_link,0.0676376074552536,0.025920016691088676,-0.020978940650820732,-0.03158541537257623,0.01555233234971981,-0.6668868207703408,0.7443268467394235,-1.4605129068214977,ok
