timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-07T09:00:36Z,ok,257252,1786092315,2705,,64000,500,1786092315.840585,1786092315.940240,0,0
2026-08-07T09:02:06Z,frame_reset,85525,1786093328,897,,64000,500,1786093328.509592,1786093328.608086,0,0
2026-08-07T09:02:57Z,ok,132638,1786093378,1394,497,64000,500,1786093378.208205,1786093378.307654,0,0
2026-08-07T09:03:48Z,ok,181088,1786093429,1905,511,64000,500,1786093429.311934,1786093429.411386,0,0
2026-08-07T09:04:39Z,ok,230203,1786093481,2421,516,64000,500,1786093480.916051,1786093481.016843,0,0
2026-08-07T09:06:30Z,frame_reset,62213,1786093591,649,,64000,500,1786093591.719119,1786093591.821392,0,0
2026-08-07T09:07:20Z,ok,109458,1786093641,1150,501,64000,500,1786093641.819662,1786093641.918533,0,0
2026-08-07T09:08:11Z,ok,157528,1786093692,1656,506,64000,500,1786093692.415063,1786093692.518324,0,0
2026-08-07T09:09:02Z,ok,187524,1786093724,1971,315,64000,500,1786093723.912369,1786093724.015629,0,0
2026-08-07T09:10:00Z,ok,187524,1786093724,1971,0,64000,500,1786093723.912369,1786093724.015629,0,0
2026-08-07T09:10:50Z,ok,187524,1786093724,1971,0,64000,500,1786093723.912369,1786093724.015629,0,0
