timestamp,component,running,pids
2026-08-05T06:35:09Z,hesai_lidar,0,
2026-08-05T06:35:09Z,go2_imu_bridge,0,
2026-08-05T06:35:09Z,super_lio,0,
2026-08-05T06:35:09Z,body_odom_adapter,0,
2026-08-05T06:35:09Z,terrain_mapper,0,
2026-08-05T06:35:09Z,body_lattice_planner,0,
2026-08-05T06:35:09Z,go2_sdk2_bridge,0,
2026-08-05T06:35:09Z,go2_rl_controller,0,
2026-08-05T06:36:03Z,hesai_lidar,1,3613;3621
2026-08-05T06:36:03Z,go2_imu_bridge,1,3707;3726
2026-08-05T06:36:03Z,super_lio,1,3783
2026-08-05T06:36:03Z,body_odom_adapter,1,4073
2026-08-05T06:36:03Z,terrain_mapper,1,4086
2026-08-05T06:36:03Z,body_lattice_planner,1,4098
2026-08-05T06:36:03Z,go2_sdk2_bridge,0,
2026-08-05T06:36:03Z,go2_rl_controller,0,
2026-08-05T06:36:45Z,hesai_lidar,1,3613;3621
2026-08-05T06:36:45Z,go2_imu_bridge,1,3707;3726
2026-08-05T06:36:45Z,super_lio,1,3783
2026-08-05T06:36:45Z,body_odom_adapter,1,4073
2026-08-05T06:36:45Z,terrain_mapper,1,4086
2026-08-05T06:36:45Z,body_lattice_planner,1,4098
2026-08-05T06:36:45Z,go2_sdk2_bridge,0,
2026-08-05T06:36:45Z,go2_rl_controller,0,
2026-08-05T06:37:27Z,hesai_lidar,1,3613;3621
2026-08-05T06:37:27Z,go2_imu_bridge,1,3707;3726
2026-08-05T06:37:27Z,super_lio,1,3783
2026-08-05T06:37:27Z,body_odom_adapter,1,4073
2026-08-05T06:37:27Z,terrain_mapper,1,4086
2026-08-05T06:37:27Z,body_lattice_planner,1,4098
2026-08-05T06:37:27Z,go2_sdk2_bridge,0,
2026-08-05T06:37:27Z,go2_rl_controller,0,
2026-08-05T06:38:09Z,hesai_lidar,1,3613;3621
2026-08-05T06:38:09Z,go2_imu_bridge,1,3707;3726
2026-08-05T06:38:09Z,super_lio,1,3783
2026-08-05T06:38:09Z,body_odom_adapter,1,4073
2026-08-05T06:38:09Z,terrain_mapper,1,4086
2026-08-05T06:38:09Z,body_lattice_planner,1,4098
2026-08-05T06:38:09Z,go2_sdk2_bridge,0,
2026-08-05T06:38:09Z,go2_rl_controller,0,
2026-08-05T06:39:15Z,hesai_lidar,1,3613;3621
2026-08-05T06:39:15Z,go2_imu_bridge,1,3707;3726
2026-08-05T06:39:15Z,super_lio,1,3783
2026-08-05T06:39:15Z,body_odom_adapter,1,4073
2026-08-05T06:39:15Z,terrain_mapper,1,4086
2026-08-05T06:39:15Z,body_lattice_planner,1,4098
2026-08-05T06:39:15Z,go2_sdk2_bridge,0,
2026-08-05T06:39:15Z,go2_rl_controller,0,
2026-08-05T06:39:56Z,hesai_lidar,1,3613;3621
