timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-10T07:39:44Z,532500000000,1.96,1.75,0.86,14012560,8015680,51843,tj-thermal,ok
2026-08-10T07:41:10Z,618910000000,2.99,2.08,1.05,13637108,8015680,52500,tj-thermal,ok
2026-08-10T07:42:00Z,668390000000,3.66,2.44,1.23,13639728,8015680,52718,tj-thermal,ok
2026-08-10T07:42:48Z,716190000000,2.28,2.22,1.22,13632640,8015680,52843,tj-thermal,ok
2026-08-10T07:43:38Z,766410000000,2.26,2.28,1.29,13742612,8015680,53000,tj-thermal,ok
2026-08-10T07:44:52Z,840320000000,1.45,2.02,1.27,13637900,8015680,53406,soc1-thermal,ok
2026-08-10T07:45:40Z,888270000000,2.28,2.20,1.37,13659448,8015680,53312,soc1-thermal,ok
2026-08-10T07:46:27Z,935020000000,2.23,2.23,1.43,13651296,8015680,53500,soc1-thermal,ok
2026-08-10T07:47:14Z,982150000000,3.01,2.49,1.56,13649364,8015680,53500,soc1-thermal,ok
2026-08-10T07:48:49Z,1077280000000,1.56,2.20,1.55,13649916,8015680,53656,soc1-thermal,ok
2026-08-10T07:49:37Z,1125240000000,3.07,2.52,1.69,13635260,8015680,53781,soc1-thermal,ok
2026-08-10T07:50:25Z,1173360000000,3.21,2.61,1.77,13642508,8015680,53937,soc1-thermal,ok
2026-08-10T07:51:13Z,1221290000000,5.20,3.27,2.04,13642536,8015680,53875,soc1-thermal,ok
2026-08-10T07:52:25Z,1293260000000,2.93,3.07,2.06,13642676,8015680,54000,tj-thermal,ok
2026-08-10T07:53:13Z,1341250000000,2.45,2.88,2.05,13637888,8015680,54093,tj-thermal,ok
2026-08-10T07:54:01Z,1389260000000,2.45,2.86,2.08,13641808,8015680,54000,soc1-thermal,ok
2026-08-10T07:54:49Z,1437270000000,1.73,2.60,2.03,13640416,8015680,54062,soc1-thermal,ok
2026-08-10T07:56:00Z,1508460000000,2.50,2.69,2.11,13632336,8015680,54312,tj-thermal,ok
2026-08-10T07:56:49Z,1557310000000,1.45,2.38,2.03,13636108,8015680,54156,soc1-thermal,ok
2026-08-10T07:57:37Z,1605250000000,3.90,2.89,2.22,13636112,8015680,54125,tj-thermal,ok
2026-08-10T07:58:25Z,1653290000000,3.10,2.89,2.26,13639708,8015680,54218,soc1-thermal,ok
2026-08-10T07:59:47Z,1735580000000,3.41,2.92,2.31,13626760,8015680,54156,soc1-thermal,ok
2026-08-10T08:00:37Z,1785330000000,2.41,2.71,2.27,13796888,8015680,53875,tj-thermal,ok
2026-08-10T08:01:27Z,1835240000000,1.50,2.43,2.20,13797788,8015680,53781,soc1-thermal,ok
2026-08-10T08:02:17Z,1885090000000,0.94,2.13,2.11,13802220,8015680,53687,tj-thermal,ok
2026-08-10T08:03:15Z,1943020000000,0.77,1.86,2.01,13796264,8015680,53625,tj-thermal,ok
2026-08-10T08:04:04Z,1992960000000,0.92,1.74,1.96,13778724,8015680,53531,soc1-thermal,ok
2026-08-10T08:04:54Z,2042660000000,0.81,1.58,1.90,13755388,8015680,53531,tj-thermal,ok
2026-08-10T08:05:44Z,2092360000000,1.03,1.52,1.86,13755096,8015680,53625,tj-thermal,ok
2026-08-10T08:06:41Z,2149970000000,0.85,1.37,1.79,13765548,8015680,53562,soc1-thermal,ok
2026-08-10T08:07:31Z,2199850000000,1.00,1.33,1.75,13754164,8015680,53687,soc1-thermal,ok
2026-08-10T08:08:21Z,2249520000000,1.21,1.34,1.73,13743156,8015680,53687,soc1-thermal,ok
2026-08-10T08:09:11Z,2299270000000,0.89,1.24,1.68,13753236,8015680,53625,soc1-thermal,ok
2026-08-10T08:10:08Z,2356900000000,0.55,1.09,1.60,13758484,8015680,53468,soc1-thermal,ok
2026-08-10T08:10:58Z,2406720000000,0.70,1.06,1.56,13748952,8015680,53687,soc1-thermal,ok
2026-08-10T08:11:48Z,2456450000000,0.99,1.09,1.54,13757104,8015680,53593,tj-thermal,ok
2026-08-10T08:12:38Z,2506260000000,0.90,1.04,1.50,13750736,8015680,53718,tj-thermal,ok
2026-08-10T08:13:35Z,2563890000000,0.87,1.00,1.46,13758784,8015680,53625,soc1-thermal,ok
2026-08-10T08:14:25Z,2613560000000,0.55,0.90,1.40,13754340,8015680,53656,soc1-thermal,ok
2026-08-10T08:15:15Z,2663210000000,0.47,0.82,1.34,13754132,8015680,53656,tj-thermal,ok
2026-08-10T08:16:04Z,2712900000000,0.69,0.82,1.31,13751896,8015680,53718,tj-thermal,ok
2026-08-10T08:17:02Z,2770930000000,0.61,0.79,1.27,13759020,8015680,53687,tj-thermal,ok
2026-08-10T08:17:52Z,2820510000000,0.90,0.82,1.26,13748264,8015680,53656,tj-thermal,ok
2026-08-10T08:18:42Z,2870320000000,1.16,0.91,1.27,13743580,8015680,53937,tj-thermal,ok
2026-08-10T08:19:32Z,2920070000000,1.02,0.91,1.25,13751264,8015680,53687,soc1-thermal,ok
2026-08-10T08:20:29Z,2977780000000,0.69,0.84,1.20,13742280,8015680,53875,tj-thermal,ok
2026-08-10T08:21:19Z,3027440000000,0.74,0.83,1.17,13722264,8015680,53843,tj-thermal,ok
2026-08-10T08:22:09Z,3077020000000,0.95,0.87,1.17,13716136,8015680,54000,tj-thermal,ok
2026-08-10T08:22:58Z,3126720000000,1.12,0.95,1.18,13738936,8015680,53843,soc1-thermal,ok
