timestamp,vx,vy,yaw_rate,status
2026-08-10T07:40:57Z,,,,no_data
2026-08-10T07:41:46Z,,,,no_data
2026-08-10T07:42:34Z,,,,no_data
2026-08-10T07:43:24Z,,,,no_data
2026-08-10T07:44:38Z,,,,no_data
2026-08-10T07:45:26Z,,,,no_data
2026-08-10T07:46:13Z,,,,no_data
2026-08-10T07:47:00Z,,,,no_data
2026-08-10T07:48:35Z,,,,no_data
2026-08-10T07:49:23Z,,,,no_data
2026-08-10T07:50:12Z,,,,no_data
2026-08-10T07:50:59Z,,,,no_data
2026-08-10T07:52:11Z,,,,no_data
2026-08-10T07:52:59Z,,,,no_data
2026-08-10T07:53:47Z,,,,no_data
2026-08-10T07:54:35Z,,,,no_data
2026-08-10T07:55:47Z,,,,no_data
2026-08-10T07:56:35Z,,,,no_data
2026-08-10T07:57:23Z,,,,no_data
2026-08-10T07:58:11Z,,,,no_data
2026-08-10T07:59:34Z,,,,no_data
2026-08-10T08:00:24Z,,,,no_data
2026-08-10T08:01:13Z,,,,no_data
2026-08-10T08:02:03Z,,,,no_data
2026-08-10T08:03:01Z,,,,no_data
2026-08-10T08:03:51Z,,,,no_data
2026-08-10T08:04:41Z,,,,no_data
2026-08-10T08:05:31Z,,,,no_data
2026-08-10T08:06:28Z,,,,no_data
2026-08-10T08:07:18Z,,,,no_data
2026-08-10T08:08:08Z,,,,no_data
2026-08-10T08:08:57Z,,,,no_data
2026-08-10T08:09:55Z,,,,no_data
2026-08-10T08:10:45Z,,,,no_data
2026-08-10T08:11:35Z,,,,no_data
2026-08-10T08:12:24Z,,,,no_data
2026-08-10T08:13:22Z,,,,no_data
2026-08-10T08:14:12Z,,,,no_data
2026-08-10T08:15:01Z,,,,no_data
2026-08-10T08:15:51Z,,,,no_data
2026-08-10T08:16:49Z,,,,no_data
2026-08-10T08:17:39Z,,,,no_data
2026-08-10T08:18:29Z,,,,no_data
2026-08-10T08:19:18Z,,,,no_data
2026-08-10T08:20:16Z,,,,no_data
2026-08-10T08:21:06Z,,,,no_data
2026-08-10T08:21:55Z,,,,no_data
2026-08-10T08:22:45Z,,,,no_data
2026-08-10T08:23:43Z,,,,no_data
