window_end,window_duration_sec,topic,status,message_count,first_receive_ns,last_receive_ns,first_header_ns,last_header_ns,latest_header_age_ms,header_span_ms,first_local_sequence,last_local_sequence,unique_header_count,duplicate_header_count,nonmonotonic_header_count,invalid_header_count,min_header_gap_ms,max_header_gap_ms,max_receive_gap_ms
2026-08-10T07:39:50Z,5.000684,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T07:39:50Z,5.000684,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T07:41:17Z,5.000783,/lio/odom,ok,22,1786347674661504891,1786347677165011412,1786347674637198925,1786347677133110284,122.734761,2495.911359,1,22,22,0,0,0,93.976021,398.196221,404.344249
2026-08-10T07:41:17Z,5.000783,/lio/body_odom,ok,30,1786347673657972734,1786347677166693777,1786347673636974096,1786347677133110284,122.734761,3496.136188,1,30,30,0,0,0,93.976021,398.196221,404.190769
2026-08-10T07:42:06Z,5.000754,/lio/odom,ok,36,1786347722669206004,1786347726864023874,1786347722635231256,1786347726838378906,124.336500,4203.147650,1,36,36,0,0,0,91.299772,298.225403,304.063027
2026-08-10T07:42:06Z,5.000754,/lio/body_odom,ok,42,1786347721967948866,1786347726866397647,1786347721936341047,1786347726838378906,124.336500,4902.037859,1,42,42,0,0,0,91.299772,298.225403,307.932519
2026-08-10T07:42:54Z,5.000764,/lio/odom,ok,34,1786347770665196301,1786347774664873024,1786347770637461423,1786347774637383699,100.360051,3999.922276,1,34,34,0,0,0,94.849824,206.369162,205.158616
2026-08-10T07:42:54Z,5.000764,/lio/body_odom,ok,21,1786347769758729995,1786347772066876321,1786347769735869884,1786347772037385463,2700.358287,2301.515579,1,21,21,0,0,0,96.053362,204.177380,202.670867
2026-08-10T07:43:44Z,5.000587,/lio/odom,ok,46,1786347819970325116,1786347824761310388,1786347819936311721,1786347824736274719,46.725243,4799.962998,1,46,46,0,0,0,95.786095,198.234320,201.939009
2026-08-10T07:43:44Z,5.000587,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
