timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-11T06:58:28Z,595000000000,0.94,0.48,0.27,14022368,8015680,56718,soc1-thermal,ok
2026-08-11T06:59:57Z,684760000000,4.37,1.71,0.72,13032352,8015680,57687,tj-thermal,ok
2026-08-11T07:00:46Z,733170000000,3.75,2.00,0.88,13023756,8015680,57593,tj-thermal,ok
2026-08-11T07:01:34Z,781360000000,3.38,2.20,1.01,13022896,8015680,57593,tj-thermal,ok
2026-08-11T07:02:22Z,829270000000,2.20,2.04,1.01,13027664,8015680,57718,tj-thermal,ok
2026-08-11T07:03:59Z,926230000000,1.85,2.09,1.14,13013152,8015680,57812,soc1-thermal,ok
2026-08-11T07:04:48Z,975390000000,1.82,2.04,1.17,13010508,8015680,57718,tj-thermal,ok
2026-08-11T07:05:37Z,1024150000000,3.38,2.46,1.36,13009332,8015680,57750,soc1-thermal,ok
2026-08-11T07:06:25Z,1072110000000,2.34,2.33,1.38,12997180,8015680,57843,soc1-thermal,ok
2026-08-11T07:07:39Z,1146470000000,2.33,2.24,1.41,12998744,8015680,57718,tj-thermal,ok
2026-08-11T07:08:27Z,1194210000000,2.57,2.32,1.48,13002236,8015680,57500,soc1-thermal,ok
2026-08-11T07:09:15Z,1241840000000,2.56,2.30,1.52,13004628,8015680,57468,tj-thermal,ok
2026-08-11T07:10:04Z,1291180000000,2.59,2.40,1.59,12923264,8015680,57312,soc1-thermal,ok
2026-08-11T07:11:18Z,1365430000000,2.22,2.40,1.66,12895860,8015680,57375,tj-thermal,ok
2026-08-11T07:12:07Z,1413990000000,2.67,2.47,1.72,12901528,8015680,57343,soc1-thermal,ok
2026-08-11T07:12:54Z,1461540000000,2.39,2.43,1.74,12886152,8015680,57281,soc1-thermal,ok
2026-08-11T07:13:43Z,1510230000000,3.31,2.65,1.85,12888812,8015680,57281,soc1-thermal,ok
2026-08-11T07:14:55Z,1582180000000,1.63,2.29,1.79,12874264,8015680,56875,soc1-thermal,ok
2026-08-11T07:15:44Z,1631610000000,1.35,2.11,1.75,12886312,8015680,56875,tj-thermal,ok
2026-08-11T07:16:35Z,1682260000000,2.22,2.18,1.79,12878024,8015680,56812,tj-thermal,ok
2026-08-11T07:17:27Z,1733850000000,1.48,2.02,1.76,12878504,8015680,56687,tj-thermal,ok
