timestamp,component,running,pids,states,cpu_percent_interval,rss_kib,threads,metrics_status
2026-08-11T06:58:28Z,hesai_lidar,0,,,,0,0,stopped
2026-08-11T06:58:28Z,go2_imu_bridge,0,,,,0,0,stopped
2026-08-11T06:58:28Z,super_lio,0,,,,0,0,stopped
2026-08-11T06:58:28Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-11T06:58:28Z,terrain_mapper,0,,,,0,0,stopped
2026-08-11T06:58:28Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-11T06:58:28Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-11T06:58:28Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-11T06:59:57Z,hesai_lidar,1,4473;4487,4473:S;4487:S,,222600,18,baseline
2026-08-11T06:59:57Z,go2_imu_bridge,1,4545;4548,4545:S;4548:S,,128840,21,baseline
2026-08-11T06:59:57Z,super_lio,1,4583,4583:S,,150308,15,baseline
2026-08-11T06:59:57Z,body_odom_adapter,1,4894,4894:S,,87688,12,baseline
2026-08-11T06:59:57Z,terrain_mapper,1,4900,4900:S,,123268,12,baseline
2026-08-11T06:59:57Z,body_lattice_planner,1,4902,4902:S,,93348,12,baseline
2026-08-11T06:59:57Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-11T06:59:57Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-11T07:00:46Z,hesai_lidar,1,4473;4487,4473:S;4487:R,24.743,222192,18,ok
2026-08-11T07:00:46Z,go2_imu_bridge,1,4545;4548,4545:S;4548:S,10.945,129128,21,ok
2026-08-11T07:00:46Z,super_lio,1,4583,4583:S,46.427,149780,15,ok
2026-08-11T07:00:46Z,body_odom_adapter,1,4894,4894:S,0.945,87424,12,ok
2026-08-11T07:00:46Z,terrain_mapper,1,4900,4900:S,29.836,122716,12,ok
2026-08-11T07:00:46Z,body_lattice_planner,1,4902,4902:S,1.376,92988,12,ok
2026-08-11T07:00:46Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-11T07:00:46Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-11T07:01:34Z,hesai_lidar,1,4473;4487,4473:S;4487:S,24.699,221756,18,ok
2026-08-11T07:01:34Z,go2_imu_bridge,1,4545;4548,4545:S;4548:S,10.888,128732,21,ok
2026-08-11T07:01:34Z,super_lio,1,4583,4583:S,45.292,155068,15,ok
2026-08-11T07:01:34Z,body_odom_adapter,1,4894,4894:S,1.078,87096,12,ok
2026-08-11T07:01:34Z,terrain_mapper,1,4900,4900:S,29.407,124288,12,ok
2026-08-11T07:01:34Z,body_lattice_planner,1,4902,4902:S,1.431,92688,12,ok
2026-08-11T07:01:34Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-11T07:01:34Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-11T07:02:22Z,hesai_lidar,1,4473;4487,4473:S;4487:S,24.713,221348,18,ok
2026-08-11T07:02:22Z,go2_imu_bridge,1,4545;4548,4545:S;4548:S,10.895,128756,21,ok
2026-08-11T07:02:22Z,super_lio,1,4583,4583:R,45.919,154536,15,ok
2026-08-11T07:02:22Z,body_odom_adapter,1,4894,4894:S,1.106,86724,12,ok
2026-08-11T07:02:22Z,terrain_mapper,1,4900,4900:S,29.618,123756,12,ok
2026-08-11T07:02:22Z,body_lattice_planner,1,4902,4902:S,1.398,92292,12,ok
2026-08-11T07:02:22Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-11T07:02:22Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-11T07:03:59Z,hesai_lidar,1,4473;4487,4473:S;4487:S,25.554,223560,18,ok
2026-08-11T07:03:59Z,go2_imu_bridge,1,4545;4548,4545:S;4548:S,10.777,131204,21,ok
2026-08-11T07:03:59Z,super_lio,1,4583,4583:S,49.314,157296,15,ok
2026-08-11T07:03:59Z,body_odom_adapter,1,4894,4894:S,1.186,88640,12,ok
2026-08-11T07:03:59Z,terrain_mapper,1,4900,4900:R,31.463,123432,12,ok
2026-08-11T07:03:59Z,body_lattice_planner,1,4902,4902:S,1.495,92184,12,ok
2026-08-11T07:03:59Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-11T07:03:59Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-11T07:04:48Z,hesai_lidar,1,4473;4487,4473:S;4487:S,25.219,223024,18,ok
2026-08-11T07:04:48Z,go2_imu_bridge,1,4545;4548,4545:S;4548:S,10.596,131076,21,ok
