timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-11T06:58:28Z,ok,1097728,1786430849,11392,,64000,500,1786430838.174106,1786430838.273917,1,0
2026-08-11T06:59:57Z,frame_reset,84744,1786431598,882,,64000,500,1786431598.504598,1786431598.604878,3,0
2026-08-11T07:00:46Z,ok,131245,1786431647,1366,484,64000,500,1786431646.922352,1786431647.021934,3,0
2026-08-11T07:01:34Z,ok,177359,1786431695,1848,482,64000,500,1786431695.133495,1786431695.233448,2,0
2026-08-11T07:02:22Z,ok,223282,1786431743,2327,479,64000,500,1786431743.042007,1786431743.142141,2,0
2026-08-11T07:03:59Z,ok,316065,1786431840,3296,969,64000,500,1786431839.951903,1786431840.051693,0,0
2026-08-11T07:04:48Z,ok,362710,1786431889,3788,492,64000,500,1786431889.155632,1786431889.255673,0,0
2026-08-11T07:05:37Z,ok,409070,1786431937,4275,487,64000,500,1786431937.862986,1786431937.962639,0,0
2026-08-11T07:06:25Z,ok,454670,1786431985,4755,480,64000,500,1786431985.867440,1786431985.967409,0,0
2026-08-11T07:07:39Z,ok,525255,1786432060,5498,743,64000,500,1786432060.176539,1786432060.275660,0,0
2026-08-11T07:08:27Z,ok,570665,1786432108,5976,478,64000,500,1786432107.982283,1786432108.081616,0,0
2026-08-11T07:09:15Z,ok,615885,1786432155,6452,476,64000,500,1786432155.587321,1786432155.687297,0,0
2026-08-11T07:10:04Z,ok,662720,1786432204,6945,493,64000,500,1786432204.892797,1786432204.992315,0,0
2026-08-11T07:11:18Z,ok,733305,1786432279,7688,743,64000,500,1786432279.192258,1786432279.292326,0,0
2026-08-11T07:12:07Z,ok,779380,1786432327,8174,486,64000,500,1786432327.771450,1786432327.871213,0,0
2026-08-11T07:12:54Z,ok,824600,1786432375,8649,475,64000,500,1786432375.258203,1786432375.358188,0,0
2026-08-11T07:13:43Z,ok,870865,1786432424,9136,487,64000,500,1786432423.948964,1786432424.049216,0,0
2026-08-11T07:14:55Z,ok,939685,1786432496,9856,720,64000,500,1786432495.942535,1786432496.042339,2,0
2026-08-11T07:15:44Z,ok,986966,1786432545,10350,494,64000,500,1786432545.339808,1786432545.440114,0,0
2026-08-11T07:16:35Z,ok,1035638,1786432596,10857,507,64000,500,1786432596.038635,1786432596.139579,0,0
2026-08-11T07:17:27Z,ok,1085174,1786432647,11373,516,64000,500,1786432647.638931,1786432647.738965,0,0
