timestamp,vx,vy,yaw_rate,status
2026-08-06T09:41:48Z,,,,no_data
2026-08-06T09:42:30Z,,,,no_data
2026-08-06T09:43:11Z,,,,no_data
2026-08-06T09:43:53Z,,,,no_data
2026-08-06T09:44:36Z,,,,no_data
2026-08-06T09:45:15Z,,,,no_data
2026-08-06T09:45:54Z,,,,no_data
2026-08-06T09:46:33Z,,,,no_data
2026-08-06T09:47:15Z,,,,no_data
2026-08-06T09:47:54Z,,,,no_data
2026-08-06T09:48:33Z,,,,no_data
2026-08-06T09:49:12Z,,,,no_data
2026-08-06T09:49:54Z,,,,no_data
2026-08-06T09:50:33Z,,,,no_data
2026-08-06T09:51:12Z,,,,no_data
2026-08-06T09:51:51Z,,,,no_data
2026-08-06T09:52:32Z,,,,no_data
2026-08-06T09:53:12Z,,,,no_data
2026-08-06T09:53:51Z,,,,no_data
2026-08-06T09:54:30Z,,,,no_data
2026-08-06T09:55:13Z,,,,no_data
2026-08-06T09:55:55Z,,,,no_data
