timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-12T02:16:11Z,ok,608709,1786498774,6382,,64000,500,1786498774.883428,1786498774.982923,2,0
2026-08-12T02:17:37Z,frame_reset,81846,1786501058,849,,64000,500,1786501058.668768,1786501058.768539,4,0
2026-08-12T02:18:32Z,ok,133661,1786501112,1391,542,64000,500,1786501112.867594,1786501112.967851,3,0
2026-08-12T02:19:22Z,ok,181161,1786501162,1891,500,64000,500,1786501162.869191,1786501162.969821,0,0
2026-08-12T02:20:14Z,ok,231117,1786501214,2408,517,64000,500,1786501214.569684,1786501214.669301,4,0
2026-08-12T02:22:04Z,ok,336986,1786501325,3518,1110,64000,500,1786501325.570034,1786501325.669475,2,0
2026-08-12T02:22:56Z,ok,385626,1786501376,4030,512,64000,500,1786501376.775984,1786501376.875549,0,0
2026-08-12T02:23:47Z,ok,434076,1786501427,4540,510,64000,500,1786501427.774058,1786501427.874461,0,0
2026-08-12T02:24:37Z,ok,481766,1786501478,5042,502,64000,500,1786501477.969346,1786501478.068906,0,0
2026-08-12T02:25:46Z,ok,548728,1786501547,5738,696,64000,500,1786501547.568173,1786501547.668269,4,0
2026-08-12T02:26:36Z,ok,596498,1786501597,6232,494,64000,500,1786501596.970951,1786501597.070913,4,0
2026-08-12T02:27:25Z,ok,643143,1786501646,6723,491,64000,500,1786501646.073077,1786501646.172298,0,0
2026-08-12T02:28:13Z,ok,688648,1786501694,7202,479,64000,500,1786501693.973976,1786501694.073996,0,0
2026-08-12T02:29:27Z,ok,758948,1786501768,7942,740,64000,500,1786501767.974630,1786501768.074355,0,0
