timestamp,vx,vy,yaw_rate,status
2026-08-17T03:38:19Z,,,,no_data
2026-08-17T03:39:09Z,,,,no_data
2026-08-17T03:40:01Z,,,,no_data
2026-08-17T03:40:52Z,,,,no_data
2026-08-17T03:42:05Z,,,,no_data
2026-08-17T03:42:55Z,,,,no_data
2026-08-17T03:43:45Z,,,,no_data
2026-08-17T03:44:35Z,,,,no_data
2026-08-17T03:45:49Z,,,,no_data
2026-08-17T03:46:39Z,,,,no_data
2026-08-17T03:47:30Z,,,,no_data
2026-08-17T03:48:20Z,,,,no_data
2026-08-17T03:49:57Z,,,,no_data
2026-08-17T03:50:45Z,,,,no_data
2026-08-17T03:51:33Z,,,,no_data
2026-08-17T03:52:21Z,,,,no_data
2026-08-17T03:53:34Z,,,,no_data
2026-08-17T03:54:21Z,,,,no_data
2026-08-17T03:55:09Z,,,,no_data
2026-08-17T03:55:57Z,,,,no_data
2026-08-17T03:57:09Z,,,,no_data
2026-08-17T03:57:57Z,,,,no_data
2026-08-17T03:58:45Z,,,,no_data
2026-08-17T03:59:33Z,,,,no_data
2026-08-17T04:00:30Z,,,,no_data
