timestamp,component,running,pids,states,cpu_percent_interval,rss_kib,threads,metrics_status
2026-08-17T03:37:02Z,hesai_lidar,0,,,,0,0,stopped
2026-08-17T03:37:02Z,go2_imu_bridge,0,,,,0,0,stopped
2026-08-17T03:37:02Z,super_lio,0,,,,0,0,stopped
2026-08-17T03:37:02Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-17T03:37:02Z,terrain_mapper,0,,,,0,0,stopped
2026-08-17T03:37:02Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-17T03:37:02Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:37:02Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:38:32Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,,221660,19,baseline
2026-08-17T03:38:32Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,,124108,22,baseline
2026-08-17T03:38:32Z,super_lio,1,4431,4431:R,,148252,15,baseline
2026-08-17T03:38:32Z,body_odom_adapter,1,5063,5063:S,,87720,12,baseline
2026-08-17T03:38:32Z,terrain_mapper,1,5069,5069:S,,95820,12,baseline
2026-08-17T03:38:32Z,body_lattice_planner,1,5071,5071:S,,88012,12,baseline
2026-08-17T03:38:32Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:38:32Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:39:23Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,20.145,221496,19,ok
2026-08-17T03:39:23Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.641,124032,22,ok
2026-08-17T03:39:23Z,super_lio,1,4431,4431:R,41.093,147212,15,ok
2026-08-17T03:39:23Z,body_odom_adapter,1,5063,5063:S,0.745,87652,12,ok
2026-08-17T03:39:23Z,terrain_mapper,1,5069,5069:S,5.742,101496,12,ok
2026-08-17T03:39:23Z,body_lattice_planner,1,5071,5071:S,0.960,88132,12,ok
2026-08-17T03:39:23Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:39:23Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:40:14Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,20.462,220300,19,ok
2026-08-17T03:40:14Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.867,122988,22,ok
2026-08-17T03:40:14Z,super_lio,1,4431,4431:R,43.059,145844,15,ok
2026-08-17T03:40:14Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-17T03:40:14Z,terrain_mapper,0,,,,0,0,stopped
2026-08-17T03:40:14Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-17T03:40:14Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:40:14Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:41:05Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,25.830,222488,19,ok
2026-08-17T03:41:05Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.509,124584,22,ok
2026-08-17T03:41:05Z,super_lio,1,4431,4431:S,52.426,148320,15,ok
2026-08-17T03:41:05Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-17T03:41:05Z,terrain_mapper,0,,,,0,0,stopped
2026-08-17T03:41:05Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-17T03:41:05Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:41:05Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:42:19Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:R,26.821,221956,19,ok
2026-08-17T03:42:19Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.679,124340,22,ok
2026-08-17T03:42:19Z,super_lio,1,4431,4431:S,54.198,147552,15,ok
2026-08-17T03:42:19Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-17T03:42:19Z,terrain_mapper,0,,,,0,0,stopped
2026-08-17T03:42:19Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-17T03:42:19Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:42:19Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:43:08Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,27.011,221648,19,ok
2026-08-17T03:43:08Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.644,124004,22,ok
2026-08-17T03:43:08Z,super_lio,1,4431,4431:S,54.642,147016,15,ok
2026-08-17T03:43:08Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-17T03:43:08Z,terrain_mapper,0,,,,0,0,stopped
2026-08-17T03:43:08Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-17T03:43:08Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:43:08Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:43:58Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,26.905,221312,19,ok
2026-08-17T03:43:58Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.602,123960,22,ok
2026-08-17T03:43:58Z,super_lio,1,4431,4431:S,54.411,150396,15,ok
2026-08-17T03:43:58Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-17T03:43:58Z,terrain_mapper,0,,,,0,0,stopped
2026-08-17T03:43:58Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-17T03:43:58Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:43:58Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:44:48Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,27.078,220948,19,ok
2026-08-17T03:44:48Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.535,123888,22,ok
2026-08-17T03:44:48Z,super_lio,1,4431,4431:S,53.976,149868,15,ok
2026-08-17T03:44:48Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-17T03:44:48Z,terrain_mapper,0,,,,0,0,stopped
2026-08-17T03:44:48Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-17T03:44:48Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:44:48Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:46:03Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,26.902,220436,19,ok
2026-08-17T03:46:03Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.502,122708,22,ok
2026-08-17T03:46:03Z,super_lio,1,4431,4431:S,51.946,149092,15,ok
2026-08-17T03:46:03Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-17T03:46:03Z,terrain_mapper,0,,,,0,0,stopped
2026-08-17T03:46:03Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-17T03:46:03Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:46:03Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:46:53Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,25.848,222712,19,ok
2026-08-17T03:46:53Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.271,124960,22,ok
2026-08-17T03:46:53Z,super_lio,1,4431,4431:R,49.222,148556,15,ok
2026-08-17T03:46:53Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-17T03:46:53Z,terrain_mapper,0,,,,0,0,stopped
2026-08-17T03:46:53Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-17T03:46:53Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:46:53Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:47:44Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,22.084,222376,19,ok
2026-08-17T03:47:44Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,9.315,125000,22,ok
2026-08-17T03:47:44Z,super_lio,1,4431,4431:S,43.359,148084,15,ok
2026-08-17T03:47:44Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-17T03:47:44Z,terrain_mapper,0,,,,0,0,stopped
2026-08-17T03:47:44Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-17T03:47:44Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:47:44Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:48:34Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,22.540,221948,19,ok
2026-08-17T03:48:34Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,9.938,124900,22,ok
2026-08-17T03:48:34Z,super_lio,1,4431,4431:R,43.967,147368,15,ok
2026-08-17T03:48:34Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-17T03:48:34Z,terrain_mapper,0,,,,0,0,stopped
2026-08-17T03:48:34Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-17T03:48:34Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:48:34Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:50:11Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:R,25.217,221240,19,ok
2026-08-17T03:50:11Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.844,124892,22,ok
2026-08-17T03:50:11Z,super_lio,1,4431,4431:S,49.835,151184,15,ok
2026-08-17T03:50:11Z,body_odom_adapter,1,12265,12265:S,,86916,12,baseline
2026-08-17T03:50:11Z,terrain_mapper,1,12280,12280:S,,106800,12,baseline
2026-08-17T03:50:11Z,body_lattice_planner,1,12282,12282:S,,90824,12,baseline
2026-08-17T03:50:11Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:50:11Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:50:59Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,25.958,223296,19,ok
2026-08-17T03:50:59Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.792,124932,22,ok
2026-08-17T03:50:59Z,super_lio,1,4431,4431:R,50.979,150648,15,ok
2026-08-17T03:50:59Z,body_odom_adapter,1,12265,12265:S,0.938,86372,12,ok
2026-08-17T03:50:59Z,terrain_mapper,1,12280,12280:S,7.000,106392,12,ok
2026-08-17T03:50:59Z,body_lattice_planner,1,12282,12282:S,1.208,90392,12,ok
2026-08-17T03:50:59Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:50:59Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:51:46Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,25.957,223016,19,ok
2026-08-17T03:51:46Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.833,126820,22,ok
2026-08-17T03:51:46Z,super_lio,1,4431,4431:S,51.409,150168,15,ok
2026-08-17T03:51:46Z,body_odom_adapter,1,12265,12265:S,0.968,85820,12,ok
2026-08-17T03:51:46Z,terrain_mapper,1,12280,12280:S,6.542,105984,12,ok
2026-08-17T03:51:46Z,body_lattice_planner,1,12282,12282:S,1.199,89960,12,ok
2026-08-17T03:51:46Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:51:46Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:52:34Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:R,25.884,222652,19,ok
2026-08-17T03:52:34Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.769,126860,22,ok
2026-08-17T03:52:34Z,super_lio,1,4431,4431:R,51.642,149696,15,ok
2026-08-17T03:52:34Z,body_odom_adapter,1,12265,12265:S,0.936,88644,12,ok
2026-08-17T03:52:34Z,terrain_mapper,1,12280,12280:S,6.383,105552,12,ok
2026-08-17T03:52:34Z,body_lattice_planner,1,12282,12282:S,1.227,89528,12,ok
2026-08-17T03:52:34Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:52:34Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:53:47Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,26.126,222204,19,ok
2026-08-17T03:53:47Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.914,126496,22,ok
2026-08-17T03:53:47Z,super_lio,1,4431,4431:S,52.348,148936,15,ok
2026-08-17T03:53:47Z,body_odom_adapter,1,12265,12265:S,0.961,87864,12,ok
2026-08-17T03:53:47Z,terrain_mapper,1,12280,12280:S,6.398,104780,12,ok
2026-08-17T03:53:47Z,body_lattice_planner,1,12282,12282:S,1.222,88912,12,ok
2026-08-17T03:53:47Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:53:47Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:54:35Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,26.173,221896,19,ok
2026-08-17T03:54:35Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.803,126272,22,ok
2026-08-17T03:54:35Z,super_lio,1,4431,4431:R,52.727,152276,15,ok
2026-08-17T03:54:35Z,body_odom_adapter,1,12265,12265:S,0.994,87320,12,ok
2026-08-17T03:54:35Z,terrain_mapper,1,12280,12280:S,6.195,104472,12,ok
2026-08-17T03:54:35Z,body_lattice_planner,1,12282,12282:S,1.268,88452,12,ok
2026-08-17T03:54:35Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:54:35Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:55:23Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,26.197,221588,19,ok
2026-08-17T03:55:23Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.860,126076,22,ok
2026-08-17T03:55:23Z,super_lio,1,4431,4431:S,53.554,151748,15,ok
2026-08-17T03:55:23Z,body_odom_adapter,1,12265,12265:S,1.016,86768,12,ok
2026-08-17T03:55:23Z,terrain_mapper,1,12280,12280:S,6.259,104044,12,ok
2026-08-17T03:55:23Z,body_lattice_planner,1,12282,12282:S,1.181,91256,12,ok
2026-08-17T03:55:23Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:55:23Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:56:11Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,26.015,221308,19,ok
2026-08-17T03:56:11Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.685,125880,22,ok
2026-08-17T03:56:11Z,super_lio,1,4431,4431:S,52.906,151212,15,ok
2026-08-17T03:56:11Z,body_odom_adapter,1,12265,12265:S,0.979,86208,12,ok
2026-08-17T03:56:11Z,terrain_mapper,1,12280,12280:S,6.124,106900,12,ok
2026-08-17T03:56:11Z,body_lattice_planner,1,12282,12282:S,1.208,90824,12,ok
2026-08-17T03:56:11Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:56:11Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:57:23Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,26.531,223316,19,ok
2026-08-17T03:57:23Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.829,125572,22,ok
2026-08-17T03:57:23Z,super_lio,1,4431,4431:S,54.699,150436,15,ok
2026-08-17T03:57:23Z,body_odom_adapter,1,12265,12265:S,0.875,85424,12,ok
2026-08-17T03:57:23Z,terrain_mapper,1,12280,12280:S,6.122,106284,12,ok
2026-08-17T03:57:23Z,body_lattice_planner,1,12282,12282:S,1.263,90208,12,ok
2026-08-17T03:57:23Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:57:23Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-17T03:58:11Z,hesai_lidar,1,4318;4320;4327,4318:S;4320:S;4327:S,26.325,223036,19,ok
2026-08-17T03:58:11Z,go2_imu_bridge,1,4388;4390;4394,4388:S;4390:S;4394:S,10.826,127296,22,ok
2026-08-17T03:58:11Z,super_lio,1,4431,4431:S,54.380,149908,15,ok
2026-08-17T03:58:11Z,body_odom_adapter,1,12265,12265:S,0.960,88852,12,ok
2026-08-17T03:58:11Z,terrain_mapper,1,12280,12280:S,5.945,105852,12,ok
2026-08-17T03:58:11Z,body_lattice_planner,1,12282,12282:S,1.293,89776,12,ok
2026-08-17T03:58:11Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-17T03:58:11Z,go2_rl_controller,0,,,,0,0,stopped
