timestamp,monotonic_ns,interface,operstate,carrier,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped,status
2026-08-17T03:37:02Z,461840000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-17T03:37:02Z,461840000000,enP8p1s0,up,1,1895792080,2700383,0,0,578741,2518,0,0,ok
2026-08-17T03:37:02Z,461840000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-17T03:37:02Z,461840000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-17T03:37:02Z,461840000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-17T03:37:02Z,461840000000,wlx6c1ff7881257,up,1,14564232,18459,0,44,13548225,29639,0,0,ok
2026-08-17T03:38:32Z,552250000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-17T03:38:32Z,552250000000,enP8p1s0,up,1,2344182072,3300060,0,0,746215,3539,0,0,ok
2026-08-17T03:38:32Z,552250000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-17T03:38:32Z,552250000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-17T03:38:32Z,552250000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-17T03:38:32Z,552250000000,wlx6c1ff7881257,up,1,21895455,25908,0,53,16288802,37447,0,0,ok
2026-08-17T03:39:23Z,602850000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-17T03:39:23Z,602850000000,enP8p1s0,up,1,2596280120,3635452,0,0,817035,3923,0,0,ok
2026-08-17T03:39:23Z,602850000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-17T03:39:23Z,602850000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-17T03:39:23Z,602850000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-17T03:39:23Z,602850000000,wlx6c1ff7881257,up,1,25566109,29747,0,58,17030446,41233,0,0,ok
2026-08-17T03:40:14Z,653930000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-17T03:40:14Z,653930000000,enP8p1s0,up,1,2850528000,3973996,0,0,928436,4579,0,0,ok
2026-08-17T03:40:14Z,653930000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-17T03:40:14Z,653930000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-17T03:40:14Z,653930000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-17T03:40:14Z,653930000000,wlx6c1ff7881257,up,1,27723511,36085,0,63,25641560,53111,0,0,ok
2026-08-17T03:41:05Z,704470000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-17T03:41:05Z,704470000000,enP8p1s0,up,1,3101909742,4308417,0,0,997254,4962,0,0,ok
2026-08-17T03:41:05Z,704470000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-17T03:41:05Z,704470000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-17T03:41:05Z,704470000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-17T03:41:05Z,704470000000,wlx6c1ff7881257,up,1,30239597,38882,0,67,28146241,56784,0,0,ok
