timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-17T03:37:02Z,ok,2188508,1786616153,22803,,64000,500,1786616153.863517,1786616153.962615,2,0
2026-08-17T03:38:32Z,frame_reset,84773,1786937913,889,,64000,500,1786937913.745265,1786937913.845364,0,0
2026-08-17T03:39:23Z,ok,132828,1786937964,1397,508,64000,500,1786937964.539735,1786937964.639813,0,0
2026-08-17T03:40:14Z,ok,181278,1786938015,1906,509,64000,500,1786938015.419111,1786938015.518526,0,0
2026-08-17T03:41:05Z,ok,229158,1786938065,2411,505,64000,500,1786938065.911046,1786938066.011406,0,0
2026-08-17T03:42:19Z,ok,299292,1786938139,3146,735,64000,500,1786938139.411518,1786938139.510908,1,0
2026-08-17T03:43:08Z,ok,346792,1786938189,3646,500,64000,500,1786938189.414007,1786938189.513767,0,0
2026-08-17T03:43:58Z,ok,394292,1786938239,4146,500,64000,500,1786938239.414109,1786938239.514329,0,0
2026-08-17T03:44:48Z,ok,441792,1786938289,4646,500,64000,500,1786938289.415137,1786938289.514761,0,0
2026-08-17T03:46:03Z,ok,512697,1786938363,5388,742,64000,500,1786938363.617636,1786938363.717421,0,0
2026-08-17T03:46:53Z,ok,560804,1786938413,5890,502,64000,500,1786938413.819746,1786938413.919789,2,0
2026-08-17T03:47:44Z,ok,609291,1786938464,6396,506,64000,500,1786938464.423179,1786938464.522749,2,0
2026-08-17T03:48:34Z,ok,657171,1786938514,6900,504,64000,500,1786938514.825564,1786938514.926150,0,0
2026-08-17T03:50:11Z,ok,751725,1786938612,7871,971,64000,500,1786938611.931798,1786938612.031869,6,0
2026-08-17T03:50:59Z,ok,797648,1786938659,8350,479,64000,500,1786938659.837847,1786938659.934815,2,0
2026-08-17T03:51:46Z,ok,843313,1786938707,8824,474,64000,500,1786938707.238240,1786938707.338923,3,0
2026-08-17T03:52:34Z,ok,890059,1786938755,9305,481,64000,500,1786938755.337037,1786938755.436915,5,0
2026-08-17T03:53:47Z,ok,960615,1786938828,10034,729,64000,500,1786938828.234901,1786938828.334712,5,0
2026-08-17T03:54:35Z,ok,1006444,1786938875,10507,473,64000,500,1786938875.534139,1786938875.633540,2,0
2026-08-17T03:55:23Z,ok,1053136,1786938923,10989,482,64000,500,1786938923.734520,1786938923.834487,2,0
2026-08-17T03:56:11Z,ok,1099635,1786938971,11469,480,64000,500,1786938971.734757,1786938971.834721,2,0
2026-08-17T03:57:23Z,ok,1168851,1786939043,12190,721,64000,500,1786939043.836042,1786939043.935678,0,0
2026-08-17T03:58:11Z,ok,1214835,1786939091,12669,479,64000,500,1786939091.737423,1786939091.837655,0,0
2026-08-17T03:58:59Z,ok,1260915,1786939139,13149,480,64000,500,1786939139.738245,1786939139.838298,0,0
2026-08-17T03:59:47Z,ok,1306995,1786939187,13629,480,64000,500,1786939187.740385,1786939187.839858,0,0
2026-08-17T04:00:44Z,ok,1361715,1786939244,14200,571,64000,500,1786939244.842191,1786939244.941820,0,0
