timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-17T03:37:02Z,461810000000,0.45,0.48,0.25,13894936,8015680,48656,tj-thermal,ok
2026-08-17T03:38:32Z,552140000000,1.81,0.86,0.40,12812688,8015680,50468,soc1-thermal,ok
2026-08-17T03:39:23Z,602780000000,5.69,2.00,0.81,12791256,8015680,51781,soc1-thermal,ok
2026-08-17T03:40:14Z,653850000000,7.24,3.09,1.25,13366068,8015680,52375,soc1-thermal,ok
2026-08-17T03:41:05Z,704420000000,5.18,3.21,1.39,13353480,8015680,51562,soc1-thermal,ok
2026-08-17T03:42:19Z,778020000000,2.22,2.73,1.36,13345376,8015680,51437,tj-thermal,ok
2026-08-17T03:43:08Z,827990000000,2.74,2.85,1.48,13348264,8015680,51531,tj-thermal,ok
2026-08-17T03:43:58Z,878000000000,1.71,2.56,1.45,13350332,8015680,51687,tj-thermal,ok
2026-08-17T03:44:48Z,927940000000,1.87,2.43,1.46,13333596,8015680,51812,soc1-thermal,ok
2026-08-17T03:46:03Z,1002210000000,1.21,2.16,1.44,13333576,8015680,52125,tj-thermal,ok
2026-08-17T03:46:53Z,1052390000000,1.39,2.04,1.44,13322224,8015680,52375,soc1-thermal,ok
2026-08-17T03:47:44Z,1102990000000,2.84,2.35,1.58,13326016,8015680,52718,tj-thermal,ok
2026-08-17T03:48:34Z,1153370000000,2.52,2.31,1.60,13200052,8015680,53437,soc1-thermal,ok
2026-08-17T03:50:11Z,1250480000000,4.94,3.17,1.98,12894808,8015680,53187,tj-thermal,ok
2026-08-17T03:50:59Z,1298330000000,2.79,2.86,1.94,12879832,8015680,53187,soc1-thermal,ok
2026-08-17T03:51:46Z,1345800000000,4.28,3.25,2.12,12897412,8015680,53250,tj-thermal,ok
2026-08-17T03:52:34Z,1393910000000,2.62,2.99,2.09,12887040,8015680,53375,tj-thermal,ok
2026-08-17T03:53:47Z,1466760000000,3.26,3.04,2.17,12897092,8015680,53500,tj-thermal,ok
2026-08-17T03:54:35Z,1514070000000,3.24,3.09,2.23,12900436,8015680,53562,soc1-thermal,ok
2026-08-17T03:55:23Z,1562310000000,1.87,2.73,2.15,12896904,8015680,53531,tj-thermal,ok
2026-08-17T03:56:11Z,1610320000000,2.99,2.91,2.24,12891400,8015680,53750,tj-thermal,ok
2026-08-17T03:57:23Z,1682350000000,2.76,2.89,2.29,12883328,8015680,53843,tj-thermal,ok
2026-08-17T03:58:11Z,1730280000000,4.05,3.21,2.42,12893052,8015680,54000,soc1-thermal,ok
2026-08-17T03:58:59Z,1778280000000,2.43,2.89,2.35,12885276,8015680,53875,soc1-thermal,ok
2026-08-17T03:59:47Z,1826270000000,2.66,2.87,2.37,12873608,8015680,53968,soc1-thermal,ok
2026-08-17T04:00:44Z,1883340000000,4.84,3.44,2.60,12874748,8015680,54062,tj-thermal,ok
