window_end,window_duration_sec,topic,status,message_count,first_receive_ns,last_receive_ns,first_header_ns,last_header_ns,latest_header_age_ms,header_span_ms,first_local_sequence,last_local_sequence,unique_header_count,duplicate_header_count,nonmonotonic_header_count,invalid_header_count,min_header_gap_ms,max_header_gap_ms,max_receive_gap_ms
2026-08-10T06:26:15Z,5.000563,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T06:26:15Z,5.000563,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T06:27:42Z,5.000800,/lio/odom,ok,21,1786343259739908844,1786343262252597720,1786343259717035055,1786343262217102289,94.707758,2500.067234,1,21,21,0,0,0,95.785856,301.846028,301.400906
2026-08-10T06:27:42Z,5.000800,/lio/body_odom,ok,22,1786343259675192582,1786343262254464098,1786343259621172904,1786343262217102289,94.707758,2595.929385,1,22,22,0,0,0,95.785856,301.846028,301.137247
2026-08-10T06:28:29Z,5.000773,/lio/odom,ok,40,1786343304752450043,1786343309245522069,1786343304717736244,1786343309217854738,92.768012,4500.118494,1,40,40,0,0,0,95.697403,303.047896,307.025986
2026-08-10T06:28:29Z,5.000773,/lio/body_odom,ok,40,1786343304754034200,1786343309249819227,1786343304717736244,1786343309217854738,92.768012,4500.118494,1,40,40,0,0,0,95.697403,303.047896,306.618515
2026-08-10T06:29:18Z,5.000694,/lio/odom,ok,3,1786343356216781683,1786343358092607745,1786343354022618055,1786343354124496936,4311.072610,101.878881,1,3,3,0,0,0,6.053209,95.825672,1029.585672
2026-08-10T06:29:18Z,5.000694,/lio/body_odom,ok,3,1786343356219175597,1786343358094245566,1786343354022618055,1786343354124496936,4311.072610,101.878881,1,3,3,0,0,0,6.053209,95.825672,1030.018520
2026-08-10T06:30:06Z,5.000575,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T06:30:06Z,5.000575,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
