timestamp,topic,average_hz,status
2026-08-10T06:26:15Z,/lio/odom,,no_data
2026-08-10T06:26:15Z,/lio/body_odom,,no_data
2026-08-10T06:26:55Z,/imu/data,,no_data
2026-08-10T06:26:59Z,/lio/odom,7.774,ok
2026-08-10T06:27:03Z,/lio/body_odom,,no_data
2026-08-10T06:27:08Z,/body_path,,no_data
2026-08-10T06:27:12Z,/terrain_costmap,,no_data
2026-08-10T06:27:16Z,/sdk2_command,,no_data
2026-08-10T06:27:42Z,/lio/odom,7.959604,ok
2026-08-10T06:27:42Z,/lio/body_odom,8.141832,ok
2026-08-10T06:27:42Z,/imu/data,,no_data
2026-08-10T06:27:46Z,/lio/odom,7.147,ok
2026-08-10T06:27:51Z,/lio/body_odom,9.183,ok
2026-08-10T06:27:55Z,/body_path,1.988,ok
2026-08-10T06:27:59Z,/terrain_costmap,2.001,ok
2026-08-10T06:28:04Z,/sdk2_command,,no_data
2026-08-10T06:28:29Z,/lio/odom,8.680030,ok
2026-08-10T06:28:29Z,/lio/body_odom,8.674791,ok
2026-08-10T06:28:29Z,/imu/data,164.080,ok
2026-08-10T06:28:33Z,/lio/odom,,no_data
2026-08-10T06:28:38Z,/lio/body_odom,9.071,ok
2026-08-10T06:28:42Z,/body_path,1.997,ok
2026-08-10T06:28:46Z,/terrain_costmap,1.996,ok
2026-08-10T06:28:51Z,/sdk2_command,,no_data
2026-08-10T06:29:18Z,/lio/odom,1.066197,ok
2026-08-10T06:29:18Z,/lio/body_odom,1.066627,ok
2026-08-10T06:29:18Z,/imu/data,151.035,ok
2026-08-10T06:29:22Z,/lio/odom,7.530,ok
2026-08-10T06:29:27Z,/lio/body_odom,9.033,ok
2026-08-10T06:29:31Z,/body_path,1.988,ok
2026-08-10T06:29:35Z,/terrain_costmap,1.999,ok
2026-08-10T06:29:40Z,/sdk2_command,,no_data
2026-08-10T06:30:06Z,/lio/odom,,no_data
2026-08-10T06:30:06Z,/lio/body_odom,,no_data
2026-08-10T06:30:14Z,/imu/data,,no_data
2026-08-10T06:30:18Z,/lio/odom,,no_data
2026-08-10T06:30:23Z,/lio/body_odom,,no_data
2026-08-10T06:30:27Z,/body_path,,no_data
