timestamp,vx,vy,yaw_rate,status
2026-08-07T02:26:42Z,,,,no_data
2026-08-07T02:27:25Z,,,,no_data
2026-08-07T02:28:06Z,,,,no_data
2026-08-07T02:28:46Z,,,,no_data
2026-08-07T02:29:30Z,,,,no_data
2026-08-07T02:30:12Z,,,,no_data
2026-08-07T02:30:51Z,,,,no_data
2026-08-07T02:31:30Z,,,,no_data
2026-08-07T02:32:13Z,,,,no_data
2026-08-07T02:32:51Z,,,,no_data
2026-08-07T02:33:33Z,,,,no_data
2026-08-07T02:34:12Z,,,,no_data
2026-08-07T02:34:57Z,,,,no_data
2026-08-07T02:35:36Z,,,,no_data
2026-08-07T02:36:15Z,,,,no_data
2026-08-07T02:36:53Z,,,,no_data
2026-08-07T02:37:36Z,,,,no_data
2026-08-07T02:38:14Z,,,,no_data
2026-08-07T02:38:55Z,,,,no_data
2026-08-07T02:39:37Z,,,,no_data
2026-08-07T02:40:20Z,,,,no_data
2026-08-07T02:41:01Z,,,,no_data
2026-08-07T02:41:42Z,,,,no_data
2026-08-07T02:42:23Z,,,,no_data
2026-08-07T02:43:06Z,,,,no_data
2026-08-07T02:43:47Z,,,,no_data
