timestamp,component,running,pids
2026-08-07T02:26:02Z,hesai_lidar,0,
2026-08-07T02:26:02Z,go2_imu_bridge,0,
2026-08-07T02:26:02Z,super_lio,0,
2026-08-07T02:26:02Z,body_odom_adapter,0,
2026-08-07T02:26:02Z,terrain_mapper,0,
2026-08-07T02:26:02Z,body_lattice_planner,0,
2026-08-07T02:26:02Z,go2_sdk2_bridge,0,
2026-08-07T02:26:02Z,go2_rl_controller,0,
2026-08-07T02:26:56Z,hesai_lidar,1,5090;5105
2026-08-07T02:26:56Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:26:56Z,super_lio,1,5207
2026-08-07T02:26:56Z,body_odom_adapter,1,5438
2026-08-07T02:26:56Z,terrain_mapper,1,5444
2026-08-07T02:26:56Z,body_lattice_planner,1,5446
2026-08-07T02:26:56Z,go2_sdk2_bridge,0,
2026-08-07T02:26:56Z,go2_rl_controller,0,
2026-08-07T02:27:38Z,hesai_lidar,1,5090;5105
2026-08-07T02:27:38Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:27:38Z,super_lio,1,5207
2026-08-07T02:27:38Z,body_odom_adapter,1,5438
2026-08-07T02:27:38Z,terrain_mapper,1,5444
2026-08-07T02:27:38Z,body_lattice_planner,1,5446
2026-08-07T02:27:38Z,go2_sdk2_bridge,0,
2026-08-07T02:27:38Z,go2_rl_controller,0,
2026-08-07T02:28:19Z,hesai_lidar,1,5090;5105
2026-08-07T02:28:19Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:28:19Z,super_lio,1,5207
2026-08-07T02:28:19Z,body_odom_adapter,1,5438
2026-08-07T02:28:19Z,terrain_mapper,1,5444
2026-08-07T02:28:19Z,body_lattice_planner,1,5446
2026-08-07T02:28:19Z,go2_sdk2_bridge,0,
2026-08-07T02:28:19Z,go2_rl_controller,0,
2026-08-07T02:29:00Z,hesai_lidar,1,5090;5105
2026-08-07T02:29:00Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:29:00Z,super_lio,1,5207
2026-08-07T02:29:00Z,body_odom_adapter,1,5438
2026-08-07T02:29:00Z,terrain_mapper,1,5444
2026-08-07T02:29:00Z,body_lattice_planner,1,5446
2026-08-07T02:29:00Z,go2_sdk2_bridge,0,
2026-08-07T02:29:00Z,go2_rl_controller,0,
2026-08-07T02:29:44Z,hesai_lidar,1,5090;5105
2026-08-07T02:29:44Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:29:44Z,super_lio,1,5207
2026-08-07T02:29:44Z,body_odom_adapter,1,5438
2026-08-07T02:29:44Z,terrain_mapper,1,5444
2026-08-07T02:29:44Z,body_lattice_planner,1,5446
2026-08-07T02:29:44Z,go2_sdk2_bridge,0,
2026-08-07T02:29:44Z,go2_rl_controller,0,
2026-08-07T02:30:23Z,hesai_lidar,1,5090;5105
2026-08-07T02:30:23Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:30:23Z,super_lio,1,5207
2026-08-07T02:30:23Z,body_odom_adapter,1,5438
2026-08-07T02:30:23Z,terrain_mapper,1,5444
2026-08-07T02:30:23Z,body_lattice_planner,1,5446
2026-08-07T02:30:23Z,go2_sdk2_bridge,0,
2026-08-07T02:30:23Z,go2_rl_controller,0,
2026-08-07T02:31:02Z,hesai_lidar,1,5090;5105
2026-08-07T02:31:02Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:31:02Z,super_lio,1,5207
2026-08-07T02:31:02Z,body_odom_adapter,1,5438
2026-08-07T02:31:02Z,terrain_mapper,1,5444
2026-08-07T02:31:02Z,body_lattice_planner,1,5446
2026-08-07T02:31:02Z,go2_sdk2_bridge,0,
2026-08-07T02:31:02Z,go2_rl_controller,0,
2026-08-07T02:31:42Z,hesai_lidar,1,5090;5105
2026-08-07T02:31:42Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:31:42Z,super_lio,1,5207
2026-08-07T02:31:42Z,body_odom_adapter,1,5438
2026-08-07T02:31:42Z,terrain_mapper,1,5444
2026-08-07T02:31:42Z,body_lattice_planner,1,5446
2026-08-07T02:31:42Z,go2_sdk2_bridge,0,
2026-08-07T02:31:42Z,go2_rl_controller,0,
2026-08-07T02:32:24Z,hesai_lidar,1,5090;5105
2026-08-07T02:32:24Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:32:24Z,super_lio,1,5207
2026-08-07T02:32:24Z,body_odom_adapter,1,5438
2026-08-07T02:32:24Z,terrain_mapper,1,5444
2026-08-07T02:32:24Z,body_lattice_planner,1,5446
2026-08-07T02:32:24Z,go2_sdk2_bridge,0,
2026-08-07T02:32:24Z,go2_rl_controller,0,
2026-08-07T02:33:05Z,hesai_lidar,1,5090;5105
2026-08-07T02:33:05Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:33:05Z,super_lio,1,5207
2026-08-07T02:33:05Z,body_odom_adapter,1,5438
2026-08-07T02:33:05Z,terrain_mapper,1,5444
2026-08-07T02:33:05Z,body_lattice_planner,1,5446
2026-08-07T02:33:05Z,go2_sdk2_bridge,0,
2026-08-07T02:33:05Z,go2_rl_controller,0,
2026-08-07T02:33:44Z,hesai_lidar,1,5090;5105
2026-08-07T02:33:44Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:33:44Z,super_lio,1,5207
2026-08-07T02:33:44Z,body_odom_adapter,1,5438
2026-08-07T02:33:44Z,terrain_mapper,1,5444
2026-08-07T02:33:44Z,body_lattice_planner,1,5446
2026-08-07T02:33:44Z,go2_sdk2_bridge,0,
2026-08-07T02:33:44Z,go2_rl_controller,0,
2026-08-07T02:34:27Z,hesai_lidar,1,5090;5105
2026-08-07T02:34:27Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:34:27Z,super_lio,1,5207
2026-08-07T02:34:27Z,body_odom_adapter,1,5438
2026-08-07T02:34:27Z,terrain_mapper,1,5444
2026-08-07T02:34:27Z,body_lattice_planner,1,5446
2026-08-07T02:34:27Z,go2_sdk2_bridge,0,
2026-08-07T02:34:27Z,go2_rl_controller,0,
2026-08-07T02:35:08Z,hesai_lidar,1,5090;5105
2026-08-07T02:35:08Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:35:08Z,super_lio,1,5207
2026-08-07T02:35:08Z,body_odom_adapter,1,5438
2026-08-07T02:35:08Z,terrain_mapper,1,5444
2026-08-07T02:35:08Z,body_lattice_planner,1,5446
2026-08-07T02:35:08Z,go2_sdk2_bridge,0,
2026-08-07T02:35:08Z,go2_rl_controller,0,
2026-08-07T02:35:47Z,hesai_lidar,1,5090;5105
2026-08-07T02:35:47Z,go2_imu_bridge,1,5173;5176
2026-08-07T02:35:47Z,super_lio,1,5207
2026-08-07T02:35:47Z,body_odom_adapter,1,5438
2026-08-07T02:35:47Z,terrain_mapper,1,5444
2026-08-07T02:35:47Z,body_lattice_planner,1,5446
2026-08-07T02:35:47Z,go2_sdk2_bridge,0,
2026-08-07T02:35:47Z,go2_rl_controller,0,
2026-08-07T02:36:26Z,hesai_lidar,1,5090;5105
2026-08-07T02:36:26Z,go2_imu_bridge,1,5173;5176
