timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-26T06:26:37Z,ok,1298374,1787723831,13584,,64000,500,1787723831.886907,1787723831.986429,0,0
2026-08-26T06:28:11Z,frame_reset,90859,1787725693,947,,64000,500,1787725693.786876,1787725693.883092,0,0
2026-08-26T06:29:04Z,ok,140587,1787725746,1471,524,64000,500,1787725746.180646,1787725746.279956,0,0
2026-08-26T06:29:57Z,ok,190937,1787725799,2002,531,64000,500,1787725799.281078,1787725799.380565,0,0
2026-08-26T06:30:48Z,ok,239482,1787725850,2512,510,64000,500,1787725850.282750,1787725850.382879,0,0
2026-08-26T06:32:44Z,ok,350196,1787725966,3673,1161,64000,500,1787725966.387815,1787725966.487498,0,0
2026-08-26T06:33:38Z,ok,400965,1787726019,4203,530,64000,500,1787726019.383685,1787726019.481583,2,0
2026-08-26T06:34:29Z,ok,450636,1787726070,4717,514,64000,500,1787726070.778405,1787726070.877559,4,0
2026-08-26T06:35:21Z,ok,500321,1787726123,5241,524,64000,500,1787726123.176635,1787726123.277581,0,0
2026-08-26T06:36:37Z,ok,572167,1787726198,5996,755,64000,500,1787726198.676116,1787726198.775985,0,0
