timestamp,component,running,pids,states,cpu_percent_interval,rss_kib,threads,metrics_status
2026-08-25T08:45:21Z,hesai_lidar,0,,,,0,0,stopped
2026-08-25T08:45:21Z,go2_imu_bridge,0,,,,0,0,stopped
2026-08-25T08:45:21Z,super_lio,0,,,,0,0,stopped
2026-08-25T08:45:21Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-25T08:45:21Z,terrain_mapper,0,,,,0,0,stopped
2026-08-25T08:45:21Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-25T08:45:21Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-25T08:45:21Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T08:45:21Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-25T08:46:51Z,hesai_lidar,1,4507;4509;4524,4507:S;4509:S;4524:R,,221256,19,baseline
2026-08-25T08:46:51Z,go2_imu_bridge,1,4594;4596;4600,4594:S;4596:S;4600:S,,127208,22,baseline
2026-08-25T08:46:51Z,super_lio,1,4637,4637:R,,146608,15,baseline
2026-08-25T08:46:51Z,body_odom_adapter,1,5156,5156:S,,89560,12,baseline
2026-08-25T08:46:51Z,terrain_mapper,1,5167,5167:S,,108288,12,baseline
2026-08-25T08:46:51Z,body_lattice_planner,1,5170,5170:S,,93140,12,baseline
2026-08-25T08:46:51Z,go2_sdk2_bridge,1,5534,5534:S,,96680,22,baseline
2026-08-25T08:46:51Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T08:46:51Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-25T08:47:46Z,hesai_lidar,1,4507;4509;4524,4507:S;4509:S;4524:R,19.051,220816,19,ok
2026-08-25T08:47:46Z,go2_imu_bridge,1,4594;4596;4600,4594:S;4596:S;4600:S,9.580,127156,22,ok
2026-08-25T08:47:46Z,super_lio,1,4637,4637:R,40.971,147224,15,ok
2026-08-25T08:47:46Z,body_odom_adapter,1,5156,5156:S,0.830,89108,12,ok
2026-08-25T08:47:46Z,terrain_mapper,1,5167,5167:S,16.128,105304,12,ok
2026-08-25T08:47:46Z,body_lattice_planner,1,5170,5170:S,1.173,92816,12,ok
2026-08-25T08:47:46Z,go2_sdk2_bridge,1,5534,5534:S,5.773,96720,22,ok
2026-08-25T08:47:46Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T08:47:46Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-25T08:48:41Z,hesai_lidar,1,4507;4509;4524,4507:S;4509:S;4524:R,19.252,220564,19,ok
2026-08-25T08:48:41Z,go2_imu_bridge,1,4594;4596;4600,4594:S;4596:S;4600:S,9.617,130220,22,ok
2026-08-25T08:48:41Z,super_lio,1,4637,4637:R,41.022,151436,15,ok
2026-08-25T08:48:41Z,body_odom_adapter,1,5156,5156:S,0.912,88844,12,ok
2026-08-25T08:48:41Z,terrain_mapper,1,5167,5167:S,13.485,115936,12,ok
2026-08-25T08:48:41Z,body_lattice_planner,1,5170,5170:S,1.369,91688,12,ok
2026-08-25T08:48:41Z,go2_sdk2_bridge,1,5534,5534:S,5.602,96792,22,ok
2026-08-25T08:48:41Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T08:48:41Z,go2_rl_controller,0,,,,0,0,stopped
