timestamp,monotonic_ns,interface,operstate,carrier,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped,status
2026-08-11T05:17:27Z,469790000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:17:27Z,469790000000,enP8p1s0,up,1,1987660314,2793438,0,0,677283,3147,0,0,ok
2026-08-11T05:17:27Z,469790000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:17:27Z,469790000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T05:17:27Z,469790000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T05:17:27Z,469790000000,wlx6c1ff7881257,up,1,17872374,25418,0,45,38402155,97731,0,0,ok
2026-08-11T05:19:04Z,567000000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:19:04Z,567000000000,enP8p1s0,up,1,2469497104,3435913,0,0,861305,4196,0,0,ok
2026-08-11T05:19:04Z,567000000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:19:04Z,567000000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T05:19:04Z,567000000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T05:19:04Z,567000000000,wlx6c1ff7881257,up,1,24255797,32316,0,55,55438273,149519,0,0,ok
2026-08-11T05:19:53Z,615630000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:19:53Z,615630000000,enP8p1s0,up,1,2711457802,3757785,0,0,929359,4573,0,0,ok
2026-08-11T05:19:53Z,615630000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:19:53Z,615630000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T05:19:53Z,615630000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T05:19:53Z,615630000000,wlx6c1ff7881257,up,1,26479972,35250,0,60,67307511,183773,0,0,ok
2026-08-11T05:20:42Z,664820000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:20:42Z,664820000000,enP8p1s0,up,1,2956274534,4083449,0,0,996777,4944,0,0,ok
2026-08-11T05:20:42Z,664820000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:20:42Z,664820000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T05:20:42Z,664820000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T05:20:42Z,664820000000,wlx6c1ff7881257,up,1,27611074,36651,0,65,74815595,209047,0,0,ok
2026-08-11T05:21:32Z,715050000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:21:32Z,715050000000,enP8p1s0,up,1,3192132586,4405454,0,0,1098106,5572,0,0,ok
2026-08-11T05:21:32Z,715050000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:21:32Z,715050000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T05:21:32Z,715050000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T05:21:32Z,715050000000,wlx6c1ff7881257,up,1,29013293,39626,0,70,88079082,243607,0,0,ok
2026-08-11T05:22:46Z,789080000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:22:46Z,789080000000,enP8p1s0,up,1,3560419488,4895380,0,0,1200436,6137,0,0,ok
2026-08-11T05:22:46Z,789080000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-11T05:22:46Z,789080000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-11T05:22:46Z,789080000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
