timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-11T05:17:27Z,469760000000,1.35,1.09,0.52,13825656,8015680,49687,tj-thermal,ok
2026-08-11T05:19:04Z,566960000000,2.67,1.62,0.77,13442816,8015680,50687,tj-thermal,ok
2026-08-11T05:19:53Z,615570000000,1.93,1.56,0.79,13112932,8015680,51218,soc1-thermal,ok
2026-08-11T05:20:42Z,664760000000,2.30,1.69,0.88,13205564,8015680,51375,soc1-thermal,ok
2026-08-11T05:21:32Z,715000000000,1.83,1.65,0.91,13197860,8015680,51843,soc1-thermal,ok
2026-08-11T05:22:46Z,789030000000,1.63,1.67,0.98,13291480,8015680,51968,soc1-thermal,ok
2026-08-11T05:23:36Z,839400000000,2.36,1.91,1.10,13288176,8015680,52093,soc1-thermal,ok
2026-08-11T05:24:27Z,889590000000,1.61,1.76,1.09,13292436,8015680,52312,soc1-thermal,ok
2026-08-11T05:25:16Z,940030000000,3.58,2.17,1.26,12591568,8015680,53406,soc1-thermal,ok
2026-08-11T05:26:55Z,1038020000000,9.16,4.99,2.40,12685664,8015680,54843,tj-thermal,ok
