timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-10T01:54:04Z,1871340000000,0.14,0.24,0.97,13467200,8015680,53718,soc1-thermal,ok
2026-08-10T01:55:31Z,1958270000000,2.28,1.10,1.22,13107604,8015680,55031,soc1-thermal,ok
2026-08-10T01:56:20Z,2007250000000,2.10,1.19,1.24,13091108,8015680,55031,soc1-thermal,ok
2026-08-10T01:57:08Z,2055430000000,2.85,1.52,1.35,13092328,8015680,55187,soc1-thermal,ok
2026-08-10T01:57:57Z,2104260000000,2.13,1.52,1.36,13108576,8015680,54937,soc1-thermal,ok
2026-08-10T01:59:30Z,2196830000000,1.49,1.50,1.37,13450012,8015680,54406,soc1-thermal,ok
2026-08-10T02:00:19Z,2246190000000,0.75,1.31,1.31,13456936,8015680,54218,soc1-thermal,ok
2026-08-10T02:01:09Z,2295490000000,0.41,1.13,1.25,13452296,8015680,53843,tj-thermal,ok
2026-08-10T02:01:58Z,2345110000000,0.28,0.99,1.19,13449924,8015680,53937,tj-thermal,ok
2026-08-10T02:02:56Z,2402490000000,0.72,0.99,1.18,13455204,8015680,53750,soc1-thermal,ok
