timestamp,component,running,pids
2026-08-04T05:17:29Z,hesai_lidar,0,
2026-08-04T05:17:29Z,go2_imu_bridge,0,
2026-08-04T05:17:29Z,super_lio,0,
2026-08-04T05:17:29Z,terrain_mapper,0,
2026-08-04T05:17:29Z,body_lattice_planner,0,
2026-08-04T05:17:29Z,go2_sdk2_bridge,0,
2026-08-04T05:17:29Z,go2_rl_controller,0,
2026-08-04T05:18:18Z,hesai_lidar,1,5155;5161
2026-08-04T05:18:18Z,go2_imu_bridge,1,5244;5247
2026-08-04T05:18:18Z,super_lio,1,5280
2026-08-04T05:18:18Z,terrain_mapper,0,
2026-08-04T05:18:18Z,body_lattice_planner,0,
2026-08-04T05:18:18Z,go2_sdk2_bridge,0,
2026-08-04T05:18:18Z,go2_rl_controller,0,
2026-08-04T05:18:55Z,hesai_lidar,1,5155;5161
2026-08-04T05:18:55Z,go2_imu_bridge,1,5244;5247
2026-08-04T05:18:55Z,super_lio,1,5280
2026-08-04T05:18:55Z,terrain_mapper,0,
2026-08-04T05:18:55Z,body_lattice_planner,0,
2026-08-04T05:18:55Z,go2_sdk2_bridge,0,
2026-08-04T05:18:55Z,go2_rl_controller,0,
2026-08-04T05:19:33Z,hesai_lidar,1,5155;5161
2026-08-04T05:19:33Z,go2_imu_bridge,1,5244;5247
2026-08-04T05:19:33Z,super_lio,1,5280
2026-08-04T05:19:33Z,terrain_mapper,0,
2026-08-04T05:19:33Z,body_lattice_planner,0,
2026-08-04T05:19:33Z,go2_sdk2_bridge,0,
2026-08-04T05:19:33Z,go2_rl_controller,0,
2026-08-04T05:20:10Z,hesai_lidar,1,5155;5161
2026-08-04T05:20:10Z,go2_imu_bridge,1,5244;5247
2026-08-04T05:20:10Z,super_lio,1,5280
2026-08-04T05:20:10Z,terrain_mapper,1,6212
2026-08-04T05:20:10Z,body_lattice_planner,1,6214
2026-08-04T05:20:10Z,go2_sdk2_bridge,0,
2026-08-04T05:20:10Z,go2_rl_controller,0,
2026-08-04T05:21:14Z,hesai_lidar,1,5155;5161
2026-08-04T05:21:14Z,go2_imu_bridge,1,5244;5247
2026-08-04T05:21:14Z,super_lio,1,5280
2026-08-04T05:21:14Z,terrain_mapper,1,6212
2026-08-04T05:21:14Z,body_lattice_planner,1,6214
2026-08-04T05:21:14Z,go2_sdk2_bridge,0,
2026-08-04T05:21:14Z,go2_rl_controller,0,
2026-08-04T05:21:54Z,hesai_lidar,1,5155;5161
2026-08-04T05:21:54Z,go2_imu_bridge,1,5244;5247
2026-08-04T05:21:54Z,super_lio,1,5280
2026-08-04T05:21:54Z,terrain_mapper,1,6212
2026-08-04T05:21:54Z,body_lattice_planner,1,6214
2026-08-04T05:21:54Z,go2_sdk2_bridge,1,6857
2026-08-04T05:21:54Z,go2_rl_controller,0,
