timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-11T05:58:31Z,ok,140974,1786427828,1481,,64000,500,1786427828.877822,1786427828.978669,0,0
2026-08-11T06:00:03Z,frame_reset,87485,1786428004,909,,64000,500,1786428004.707728,1786428004.808297,3,0
2026-08-11T06:00:55Z,ok,136320,1786428056,1424,515,64000,500,1786428056.202151,1786428056.302522,0,0
2026-08-11T06:01:45Z,ok,183886,1786428105,1918,494,64000,500,1786428105.600750,1786428105.699489,3,0
2026-08-11T06:02:33Z,ok,229866,1786428154,2402,484,64000,500,1786428154.002663,1786428154.102719,0,0
2026-08-11T06:04:18Z,ok,329331,1786428258,3449,1047,64000,500,1786428258.704192,1786428258.804022,0,0
2026-08-11T06:05:10Z,ok,379016,1786428311,3972,523,64000,500,1786428311.001564,1786428311.101978,0,0
2026-08-11T06:05:58Z,ok,424996,1786428359,4456,484,64000,500,1786428359.401030,1786428359.500423,0,0
2026-08-11T06:06:47Z,ok,471261,1786428408,4943,487,64000,500,1786428408.101013,1786428408.200709,0,0
2026-08-11T06:07:49Z,ok,530351,1786428470,5565,622,64000,500,1786428470.301922,1786428470.400716,0,0
2026-08-11T06:08:38Z,ok,576616,1786428519,6052,487,64000,500,1786428519.002996,1786428519.101919,0,0
2026-08-11T06:09:29Z,ok,624971,1786428569,6561,509,64000,500,1786428569.904093,1786428570.003430,0,0
2026-08-11T06:10:17Z,ok,671773,1786428618,7047,486,64000,500,1786428618.505330,1786428618.605514,3,0
2026-08-11T06:11:32Z,ok,742643,1786428693,7793,746,64000,500,1786428693.108298,1786428693.207950,0,0
2026-08-11T06:12:20Z,ok,788528,1786428741,8276,483,64000,500,1786428741.410350,1786428741.509743,0,0
2026-08-11T06:13:10Z,ok,835933,1786428791,8775,499,64000,500,1786428791.333926,1786428791.434172,0,0
2026-08-11T06:13:59Z,ok,882388,1786428840,9264,489,64000,500,1786428840.255682,1786428840.356618,0,0
2026-08-11T06:15:14Z,ok,954414,1786428915,10011,747,64000,500,1786428914.980525,1786428915.080010,2,0
2026-08-11T06:16:02Z,ok,1000302,1786428962,10489,478,64000,500,1786428962.792109,1786428962.891938,0,0
2026-08-11T06:16:49Z,ok,1045614,1786429010,10961,472,64000,500,1786429010.001333,1786429010.101048,0,0
2026-08-11T06:17:38Z,ok,1092558,1786429059,11451,490,64000,500,1786429059.009967,1786429059.109384,0,0
2026-08-11T06:18:50Z,ok,1161870,1786429131,12172,721,64000,500,1786429131.120658,1786429131.220211,0,0
2026-08-11T06:19:38Z,ok,1207854,1786429179,12651,479,64000,500,1786429179.027453,1786429179.127422,0,0
2026-08-11T06:20:26Z,ok,1254353,1786429227,13131,480,64000,500,1786429227.033490,1786429227.133616,2,0
2026-08-11T06:21:14Z,ok,1300625,1786429275,13613,482,64000,500,1786429275.237462,1786429275.337658,0,0
2026-08-11T06:22:28Z,ok,1371761,1786429349,14354,741,64000,500,1786429349.335893,1786429349.435291,0,0
2026-08-11T06:23:17Z,ok,1418513,1786429398,14841,487,64000,500,1786429398.035955,1786429398.135498,0,0
2026-08-11T06:24:06Z,ok,1465073,1786429446,15326,485,64000,500,1786429446.536829,1786429446.637080,0,0
2026-08-11T06:24:53Z,ok,1510673,1786429494,15801,475,64000,500,1786429494.038692,1786429494.138182,0,0
