timestamp,monotonic_ns,load1,load5,load15,mem_available_kib,swap_free_kib,thermal_max_millic,thermal_zone,status
2026-08-11T05:58:31Z,390910000000,1.18,1.55,0.78,13912784,8015680,55093,tj-thermal,ok
2026-08-11T06:00:03Z,483120000000,4.27,2.51,1.20,12811732,8015680,56125,tj-thermal,ok
2026-08-11T06:00:55Z,534760000000,3.17,2.54,1.28,12822832,8015680,55906,soc1-thermal,ok
2026-08-11T06:01:45Z,584130000000,4.37,2.98,1.49,12915600,8015680,56031,soc1-thermal,ok
2026-08-11T06:02:33Z,632550000000,2.69,2.75,1.49,12912276,8015680,55906,tj-thermal,ok
2026-08-11T06:04:18Z,737300000000,2.90,2.76,1.63,12902656,8015680,55906,tj-thermal,ok
2026-08-11T06:05:10Z,789580000000,1.87,2.50,1.61,12899464,8015680,56093,soc1-thermal,ok
2026-08-11T06:05:58Z,838000000000,4.32,3.14,1.87,12908660,8015680,56281,tj-thermal,ok
2026-08-11T06:06:47Z,886670000000,2.67,2.88,1.85,12911140,8015680,56031,soc1-thermal,ok
2026-08-11T06:07:49Z,948900000000,3.48,3.01,1.96,12870640,8015680,56156,tj-thermal,ok
2026-08-11T06:08:38Z,997580000000,2.34,2.81,1.95,12853700,8015680,56218,tj-thermal,ok
2026-08-11T06:09:29Z,1048460000000,2.66,2.80,1.99,12869376,8015680,56312,tj-thermal,ok
2026-08-11T06:10:17Z,1097040000000,3.20,2.98,2.10,12859324,8015680,56031,soc1-thermal,ok
2026-08-11T06:11:32Z,1171690000000,2.15,2.69,2.06,12854640,8015680,56218,tj-thermal,ok
2026-08-11T06:12:20Z,1219960000000,3.03,2.87,2.16,12853708,8015680,56281,tj-thermal,ok
2026-08-11T06:13:10Z,1269940000000,2.24,2.70,2.14,12852988,8015680,56375,soc1-thermal,ok
2026-08-11T06:13:59Z,1318860000000,1.73,2.51,2.10,12859688,8015680,56468,soc1-thermal,ok
2026-08-11T06:15:14Z,1393540000000,2.35,2.45,2.11,12839600,8015680,56468,tj-thermal,ok
2026-08-11T06:16:02Z,1441340000000,4.61,3.10,2.35,12848224,8015680,56531,soc1-thermal,ok
2026-08-11T06:16:49Z,1488540000000,3.14,2.93,2.33,12839700,8015680,56750,soc1-thermal,ok
2026-08-11T06:17:38Z,1537530000000,2.14,2.69,2.28,12834932,8015680,56531,tj-thermal,ok
2026-08-11T06:18:50Z,1609670000000,2.98,2.83,2.35,12831140,8015680,56718,tj-thermal,ok
2026-08-11T06:19:38Z,1657580000000,2.30,2.69,2.33,12841012,8015680,56875,soc1-thermal,ok
2026-08-11T06:20:26Z,1705590000000,1.47,2.41,2.25,12834200,8015680,56750,soc1-thermal,ok
2026-08-11T06:21:14Z,1753790000000,2.85,2.69,2.36,12833896,8015680,56718,soc1-thermal,ok
2026-08-11T06:22:28Z,1827940000000,1.83,2.46,2.31,12832924,8015680,56687,tj-thermal,ok
2026-08-11T06:23:17Z,1876590000000,2.62,2.62,2.37,12830828,8015680,56906,soc1-thermal,ok
2026-08-11T06:24:06Z,1925120000000,2.68,2.64,2.39,12838400,8015680,56937,soc1-thermal,ok
2026-08-11T06:24:53Z,1972610000000,2.94,2.69,2.42,12834896,8015680,56781,tj-thermal,ok
