timestamp,component,running,pids
2026-08-07T05:44:37Z,hesai_lidar,0,
2026-08-07T05:44:37Z,go2_imu_bridge,0,
2026-08-07T05:44:37Z,super_lio,0,
2026-08-07T05:44:37Z,body_odom_adapter,0,
2026-08-07T05:44:37Z,terrain_mapper,0,
2026-08-07T05:44:37Z,body_lattice_planner,0,
2026-08-07T05:44:37Z,go2_sdk2_bridge,0,
2026-08-07T05:44:37Z,go2_rl_controller,0,
2026-08-07T05:45:30Z,hesai_lidar,1,13776;13782
2026-08-07T05:45:30Z,go2_imu_bridge,1,13857;13860
2026-08-07T05:45:30Z,super_lio,1,13893
2026-08-07T05:45:30Z,body_odom_adapter,1,14150
2026-08-07T05:45:30Z,terrain_mapper,1,14156
2026-08-07T05:45:30Z,body_lattice_planner,1,14174
2026-08-07T05:45:30Z,go2_sdk2_bridge,0,
2026-08-07T05:45:30Z,go2_rl_controller,0,
2026-08-07T05:46:12Z,hesai_lidar,1,13776;13782
2026-08-07T05:46:12Z,go2_imu_bridge,1,13857;13860
2026-08-07T05:46:12Z,super_lio,1,13893
2026-08-07T05:46:12Z,body_odom_adapter,1,14150
2026-08-07T05:46:12Z,terrain_mapper,1,14156
2026-08-07T05:46:12Z,body_lattice_planner,1,14174
2026-08-07T05:46:12Z,go2_sdk2_bridge,0,
2026-08-07T05:46:12Z,go2_rl_controller,0,
2026-08-07T05:46:51Z,hesai_lidar,1,13776;13782
2026-08-07T05:46:51Z,go2_imu_bridge,1,13857;13860
2026-08-07T05:46:51Z,super_lio,1,13893
2026-08-07T05:46:51Z,body_odom_adapter,1,14150
2026-08-07T05:46:51Z,terrain_mapper,1,14156
2026-08-07T05:46:51Z,body_lattice_planner,1,14174
2026-08-07T05:46:51Z,go2_sdk2_bridge,0,
2026-08-07T05:46:51Z,go2_rl_controller,0,
2026-08-07T05:47:31Z,hesai_lidar,1,13776;13782
2026-08-07T05:47:31Z,go2_imu_bridge,1,13857;13860
2026-08-07T05:47:31Z,super_lio,1,13893
2026-08-07T05:47:31Z,body_odom_adapter,1,14150
2026-08-07T05:47:31Z,terrain_mapper,1,14156
2026-08-07T05:47:31Z,body_lattice_planner,1,14174
2026-08-07T05:47:31Z,go2_sdk2_bridge,0,
2026-08-07T05:47:31Z,go2_rl_controller,0,
2026-08-07T05:48:12Z,hesai_lidar,1,13776;13782
2026-08-07T05:48:12Z,go2_imu_bridge,1,13857;13860
2026-08-07T05:48:12Z,super_lio,1,13893
2026-08-07T05:48:12Z,body_odom_adapter,1,14150
2026-08-07T05:48:12Z,terrain_mapper,1,14156
2026-08-07T05:48:12Z,body_lattice_planner,1,14174
2026-08-07T05:48:12Z,go2_sdk2_bridge,0,
2026-08-07T05:48:12Z,go2_rl_controller,0,
2026-08-07T05:48:50Z,hesai_lidar,1,13782
2026-08-07T05:48:50Z,go2_imu_bridge,0,
2026-08-07T05:48:50Z,super_lio,0,
2026-08-07T05:48:50Z,body_odom_adapter,0,
2026-08-07T05:48:50Z,terrain_mapper,0,
2026-08-07T05:48:50Z,body_lattice_planner,0,
2026-08-07T05:48:50Z,go2_sdk2_bridge,0,
2026-08-07T05:48:50Z,go2_rl_controller,0,
2026-08-07T05:49:34Z,hesai_lidar,1,16191;16194
2026-08-07T05:49:34Z,go2_imu_bridge,1,16245;16249
2026-08-07T05:49:34Z,super_lio,1,16302
2026-08-07T05:49:34Z,body_odom_adapter,0,
2026-08-07T05:49:34Z,terrain_mapper,0,
2026-08-07T05:49:34Z,body_lattice_planner,0,
2026-08-07T05:49:34Z,go2_sdk2_bridge,0,
2026-08-07T05:49:34Z,go2_rl_controller,0,
2026-08-07T05:50:15Z,hesai_lidar,1,16191;16194
