timestamp,component,running,pids
2026-08-05T10:03:27Z,hesai_lidar,0,
2026-08-05T10:03:27Z,go2_imu_bridge,0,
2026-08-05T10:03:27Z,super_lio,0,
2026-08-05T10:03:27Z,body_odom_adapter,0,
2026-08-05T10:03:27Z,terrain_mapper,0,
2026-08-05T10:03:27Z,body_lattice_planner,0,
2026-08-05T10:03:27Z,go2_sdk2_bridge,0,
2026-08-05T10:03:27Z,go2_rl_controller,0,
2026-08-05T10:04:18Z,hesai_lidar,1,3675;3690
2026-08-05T10:04:18Z,go2_imu_bridge,1,3746;3752
2026-08-05T10:04:18Z,super_lio,1,3794
2026-08-05T10:04:18Z,body_odom_adapter,1,3938
2026-08-05T10:04:18Z,terrain_mapper,1,3944
2026-08-05T10:04:18Z,body_lattice_planner,1,3946
2026-08-05T10:04:18Z,go2_sdk2_bridge,0,
2026-08-05T10:04:18Z,go2_rl_controller,0,
2026-08-05T10:05:00Z,hesai_lidar,1,3675;3690
2026-08-05T10:05:00Z,go2_imu_bridge,1,3746;3752
2026-08-05T10:05:00Z,super_lio,1,3794
2026-08-05T10:05:00Z,body_odom_adapter,1,3938
2026-08-05T10:05:00Z,terrain_mapper,1,3944
2026-08-05T10:05:00Z,body_lattice_planner,1,3946
2026-08-05T10:05:00Z,go2_sdk2_bridge,0,
2026-08-05T10:05:00Z,go2_rl_controller,0,
2026-08-05T10:05:42Z,hesai_lidar,1,3675;3690
2026-08-05T10:05:42Z,go2_imu_bridge,1,3746;3752
2026-08-05T10:05:42Z,super_lio,1,3794
2026-08-05T10:05:42Z,body_odom_adapter,1,3938
2026-08-05T10:05:42Z,terrain_mapper,1,3944
2026-08-05T10:05:42Z,body_lattice_planner,1,3946
2026-08-05T10:05:42Z,go2_sdk2_bridge,0,
2026-08-05T10:05:42Z,go2_rl_controller,0,
2026-08-05T10:06:24Z,hesai_lidar,1,3675;3690
2026-08-05T10:06:24Z,go2_imu_bridge,1,3746;3752
2026-08-05T10:06:24Z,super_lio,1,3794
2026-08-05T10:06:24Z,body_odom_adapter,1,3938
2026-08-05T10:06:24Z,terrain_mapper,1,3944
2026-08-05T10:06:24Z,body_lattice_planner,1,3946
2026-08-05T10:06:24Z,go2_sdk2_bridge,0,
2026-08-05T10:06:24Z,go2_rl_controller,0,
2026-08-05T10:07:32Z,hesai_lidar,1,3675;3690
2026-08-05T10:07:32Z,go2_imu_bridge,1,3746;3752
2026-08-05T10:07:32Z,super_lio,1,3794
2026-08-05T10:07:32Z,body_odom_adapter,1,3938
2026-08-05T10:07:32Z,terrain_mapper,1,3944
2026-08-05T10:07:32Z,body_lattice_planner,1,3946
2026-08-05T10:07:32Z,go2_sdk2_bridge,0,
2026-08-05T10:07:32Z,go2_rl_controller,0,
2026-08-05T10:08:11Z,hesai_lidar,1,3675;3690
2026-08-05T10:08:11Z,go2_imu_bridge,1,3746;3752
2026-08-05T10:08:11Z,super_lio,1,3794
2026-08-05T10:08:11Z,body_odom_adapter,1,3938
2026-08-05T10:08:11Z,terrain_mapper,1,3944
2026-08-05T10:08:11Z,body_lattice_planner,1,3946
2026-08-05T10:08:11Z,go2_sdk2_bridge,0,
2026-08-05T10:08:11Z,go2_rl_controller,0,
