timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-25T05:17:17Z,ok,218069,1787625298,2292,,64000,500,1787625297.948596,1787625298.048843,0,0
2026-08-25T05:18:50Z,frame_reset,90172,1787635133,942,,64000,500,1787635133.624845,1787635133.724410,0,0
2026-08-25T05:19:45Z,ok,141130,1787635187,1479,537,64000,500,1787635187.320190,1787635187.421856,0,0
2026-08-25T05:20:39Z,ok,191670,1787635240,2011,532,64000,500,1787635240.525733,1787635240.624481,0,0
2026-08-25T05:21:34Z,ok,244205,1787635296,2565,554,64000,500,1787635295.929960,1787635296.030443,0,0
2026-08-25T05:23:35Z,ok,359155,1787635417,3775,1210,64000,500,1787635416.943927,1787635417.044445,0,0
2026-08-25T05:24:27Z,ok,408460,1787635468,4294,519,64000,500,1787635468.850303,1787635468.949679,0,0
2026-08-25T05:25:22Z,ok,460140,1787635523,4838,544,64000,500,1787635523.256459,1787635523.356462,0,0
2026-08-25T05:26:16Z,ok,511820,1787635577,5381,543,64000,500,1787635577.562508,1787635577.665938,0,0
2026-08-25T05:27:33Z,ok,585485,1787635654,6152,771,64000,500,1787635654.671479,1787635654.773778,0,0
