timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-12T01:28:54Z,ok,790878,1786442359,8311,,64000,500,1786442359.872508,1786442359.973191,3,0
2026-08-12T01:30:24Z,frame_reset,84624,1786498225,883,,64000,500,1786498225.026627,1786498225.126459,0,0
2026-08-12T01:31:12Z,ok,129728,1786498272,1359,476,64000,500,1786498272.633137,1786498272.732437,0,0
2026-08-12T01:32:00Z,ok,175328,1786498320,1840,481,64000,500,1786498320.738099,1786498320.838299,0,0
2026-08-12T01:32:48Z,ok,221403,1786498369,2324,484,64000,500,1786498369.145051,1786498369.245000,0,0
2026-08-12T01:34:26Z,ok,314408,1786498467,3303,979,64000,500,1786498467.060030,1786498467.159026,0,0
2026-08-12T01:35:14Z,ok,361187,1786498515,3791,488,64000,500,1786498515.861790,1786498515.961715,2,0
2026-08-12T01:36:04Z,ok,409293,1786498566,4293,502,64000,500,1786498566.030399,1786498566.129762,2,0
2026-08-12T01:36:57Z,ok,459928,1786498619,4826,533,64000,500,1786498619.308312,1786498619.408174,0,0
2026-08-12T01:38:24Z,ok,541952,1786498705,5685,859,64000,500,1786498705.189924,1786498705.289200,1,0
2026-08-12T01:39:15Z,ok,590158,1786498755,6189,504,64000,500,1786498755.583796,1786498755.684222,2,0
