timestamp,component,running,pids,states,cpu_percent_interval,rss_kib,threads,metrics_status
2026-08-26T08:03:52Z,hesai_lidar,0,,,,0,0,stopped
2026-08-26T08:03:52Z,go2_imu_bridge,0,,,,0,0,stopped
2026-08-26T08:03:52Z,super_lio,0,,,,0,0,stopped
2026-08-26T08:03:52Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-26T08:03:52Z,terrain_mapper,0,,,,0,0,stopped
2026-08-26T08:03:52Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-26T08:03:52Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-26T08:03:52Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-26T08:03:52Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-26T08:05:21Z,hesai_lidar,1,4126;4128;4146,4126:S;4128:S;4146:S,,222616,19,baseline
2026-08-26T08:05:21Z,go2_imu_bridge,1,4208;4210;4214,4208:S;4210:S;4214:S,,125832,22,baseline
2026-08-26T08:05:21Z,super_lio,1,4249,4249:S,,149276,15,baseline
2026-08-26T08:05:21Z,body_odom_adapter,1,4459,4459:S,,89656,12,baseline
2026-08-26T08:05:21Z,terrain_mapper,1,4465,4465:S,,111436,12,baseline
2026-08-26T08:05:21Z,body_lattice_planner,1,4467,4467:S,,93192,12,baseline
2026-08-26T08:05:21Z,go2_sdk2_bridge,1,4766,4766:S,,95928,20,baseline
2026-08-26T08:05:21Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-26T08:05:21Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-26T08:06:13Z,hesai_lidar,1,4126;4128;4146,4126:S;4128:S;4146:S,19.177,222104,19,ok
2026-08-26T08:06:13Z,go2_imu_bridge,1,4208;4210;4214,4208:S;4210:S;4214:S,9.245,125760,22,ok
2026-08-26T08:06:13Z,super_lio,1,4249,4249:S,38.734,148976,15,ok
2026-08-26T08:06:13Z,body_odom_adapter,1,4459,4459:S,0.782,89264,12,ok
2026-08-26T08:06:13Z,terrain_mapper,1,4465,4465:R,19.844,117484,12,ok
2026-08-26T08:06:13Z,body_lattice_planner,1,4467,4467:S,1.525,92860,12,ok
2026-08-26T08:06:13Z,go2_sdk2_bridge,1,4766,4766:S,11.189,95628,20,ok
2026-08-26T08:06:13Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-26T08:06:13Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-26T08:07:04Z,hesai_lidar,1,4126;4128;4146,4126:S;4128:S;4146:S,19.184,221592,19,ok
2026-08-26T08:07:04Z,go2_imu_bridge,1,4208;4210;4214,4208:S;4210:S;4214:S,9.121,125720,22,ok
2026-08-26T08:07:04Z,super_lio,1,4249,4249:R,41.310,148616,15,ok
2026-08-26T08:07:04Z,body_odom_adapter,1,4459,4459:S,0.843,88932,12,ok
2026-08-26T08:07:04Z,terrain_mapper,1,4465,4465:R,19.812,116944,12,ok
2026-08-26T08:07:04Z,body_lattice_planner,1,4467,4467:S,1.452,92464,12,ok
2026-08-26T08:07:04Z,go2_sdk2_bridge,1,4766,4766:S,11.122,95316,20,ok
2026-08-26T08:07:04Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-26T08:07:04Z,go2_rl_controller,0,,,,0,0,stopped
