window_end,window_duration_sec,topic,status,message_count,first_receive_ns,last_receive_ns,first_header_ns,last_header_ns,latest_header_age_ms,header_span_ms,first_local_sequence,last_local_sequence,unique_header_count,duplicate_header_count,nonmonotonic_header_count,invalid_header_count,min_header_gap_ms,max_header_gap_ms,max_receive_gap_ms
2026-08-10T01:27:27Z,5.000563,/lio/odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T01:27:27Z,5.000563,/lio/body_odom,no_data,0,,,,,,,,,0,0,0,0,,,
2026-08-10T01:29:00Z,5.001297,/lio/odom,ok,15,1786325336094577527,1786325340403082768,1786325336036690950,1786325340333874464,626.005748,4297.183514,1,15,15,0,0,0,98.031282,996.985435,998.229393
2026-08-10T01:29:00Z,5.001297,/lio/body_odom,ok,13,1786325336566850640,1786325340398833726,1786325336538430213,1786325340333874464,626.005748,3795.444251,1,13,13,0,0,0,99.926472,996.985435,998.558092
2026-08-10T01:29:51Z,5.000782,/lio/odom,ok,11,1786325388130657389,1786325390939673334,1786325388009657382,1786325390906542301,913.665991,2896.884919,1,11,11,0,0,0,94.038487,705.578327,712.884656
2026-08-10T01:29:51Z,5.000782,/lio/body_odom,ok,11,1786325388141707003,1786325390942322824,1786325388009657382,1786325390906542301,913.665991,2896.884919,1,11,11,0,0,0,94.038487,705.578327,711.389813
2026-08-10T01:30:43Z,5.000607,/lio/odom,ok,13,1786325438768521202,1786325442846145643,1786325438691498041,1786325442785903453,455.000462,4094.405412,1,13,13,0,0,0,97.285747,1399.339199,1424.005721
2026-08-10T01:30:43Z,5.000607,/lio/body_odom,ok,13,1786325438770442490,1786325442849063233,1786325438691498041,1786325442785903453,455.000462,4094.405412,1,13,13,0,0,0,97.285747,1399.339199,1425.105284
2026-08-10T01:31:34Z,5.000522,/lio/odom,ok,11,1786325489778999007,1786325493474351705,1786325489737281799,1786325493441276073,1162.705588,3703.994274,1,11,11,0,0,0,92.128754,899.239064,892.069648
2026-08-10T01:31:34Z,5.000522,/lio/body_odom,ok,11,1786325489776124536,1786325493474861839,1786325489737281799,1786325493441276073,1162.705588,3703.994274,1,11,11,0,0,0,92.128754,899.239064,879.485069
