timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-10T08:29:59Z,ok,2547712,1786350264,26598,,64000,500,1786350246.327112,1786350246.426569,0,0
2026-08-10T08:31:28Z,frame_reset,83363,1786350689,874,,64000,500,1786350688.909040,1786350689.008714,0,0
2026-08-10T08:32:18Z,ok,130548,1786350738,1372,498,64000,500,1786350738.709521,1786350738.809302,0,0
2026-08-10T08:33:08Z,ok,178048,1786350788,1872,500,64000,500,1786350788.708306,1786350788.808256,0,0
2026-08-10T08:33:58Z,ok,225548,1786350838,2372,500,64000,500,1786350838.706758,1786350838.806440,0,0
2026-08-10T08:35:11Z,ok,295373,1786350912,3107,735,64000,500,1786350912.207052,1786350912.306619,0,0
2026-08-10T08:36:01Z,ok,342683,1786350962,3605,498,64000,500,1786350962.011366,1786350962.111267,0,0
2026-08-10T08:36:51Z,ok,390088,1786351012,4104,499,64000,500,1786351011.914449,1786351012.013469,0,0
2026-08-10T08:37:41Z,ok,437303,1786351061,4601,497,64000,500,1786351061.615138,1786351061.715346,0,0
2026-08-10T08:38:39Z,ok,492498,1786351119,5182,581,64000,500,1786351119.716282,1786351119.815768,0,0
2026-08-10T08:39:29Z,ok,539903,1786351169,5681,499,64000,500,1786351169.615225,1786351169.715553,0,0
2026-08-10T08:40:19Z,ok,587213,1786351219,6180,499,64000,500,1786351219.514446,1786351219.615131,0,0
2026-08-10T08:41:08Z,ok,634713,1786351269,6679,499,64000,500,1786351269.413947,1786351269.514097,0,0
