timestamp,component,running,pids,states,cpu_percent_interval,rss_kib,threads,metrics_status
2026-08-25T07:05:28Z,hesai_lidar,0,,,,0,0,stopped
2026-08-25T07:05:28Z,go2_imu_bridge,0,,,,0,0,stopped
2026-08-25T07:05:28Z,super_lio,0,,,,0,0,stopped
2026-08-25T07:05:28Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-25T07:05:28Z,terrain_mapper,0,,,,0,0,stopped
2026-08-25T07:05:28Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-25T07:05:28Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-25T07:05:28Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T07:05:28Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-25T07:07:00Z,hesai_lidar,1,3998;4000;4018,3998:S;4000:S;4018:S,,223192,19,baseline
2026-08-25T07:07:00Z,go2_imu_bridge,1,4077;4079;4083,4077:S;4079:S;4083:S,,123904,22,baseline
2026-08-25T07:07:00Z,super_lio,1,4120,4120:S,,156740,15,baseline
2026-08-25T07:07:00Z,body_odom_adapter,1,4437,4437:S,,87616,12,baseline
2026-08-25T07:07:00Z,terrain_mapper,1,4443,4443:S,,101636,12,baseline
2026-08-25T07:07:00Z,body_lattice_planner,1,4445,4445:S,,92388,12,baseline
2026-08-25T07:07:00Z,go2_sdk2_bridge,1,4768,4768:S,,94708,22,baseline
2026-08-25T07:07:00Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T07:07:00Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-25T07:07:52Z,hesai_lidar,1,3998;4000;4018,3998:S;4000:S;4018:R,19.778,222680,19,ok
2026-08-25T07:07:52Z,go2_imu_bridge,1,4077;4079;4083,4077:S;4079:S;4083:S,9.851,123528,22,ok
2026-08-25T07:07:52Z,super_lio,1,4120,4120:R,39.517,157316,15,ok
2026-08-25T07:07:52Z,body_odom_adapter,1,4437,4437:S,0.882,86944,12,ok
2026-08-25T07:07:52Z,terrain_mapper,1,4443,4443:S,10.234,111360,12,ok
2026-08-25T07:07:52Z,body_lattice_planner,1,4445,4445:S,1.303,91908,12,ok
2026-08-25T07:07:52Z,go2_sdk2_bridge,1,4768,4768:S,5.845,94616,22,ok
2026-08-25T07:07:52Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T07:07:52Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-25T07:08:47Z,hesai_lidar,1,3998;4000;4018,3998:S;4000:S;4018:S,19.579,222180,19,ok
2026-08-25T07:08:47Z,go2_imu_bridge,1,4077;4079;4083,4077:S;4079:S;4083:S,9.716,126648,22,ok
2026-08-25T07:08:47Z,super_lio,1,4120,4120:R,39.177,159836,15,ok
2026-08-25T07:08:47Z,body_odom_adapter,1,4437,4437:S,0.933,86372,12,ok
2026-08-25T07:08:47Z,terrain_mapper,1,4443,4443:R,10.979,112600,12,ok
2026-08-25T07:08:47Z,body_lattice_planner,1,4445,4445:S,1.171,91652,12,ok
2026-08-25T07:08:47Z,go2_sdk2_bridge,1,4768,4768:S,5.910,94608,22,ok
2026-08-25T07:08:47Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T07:08:47Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-25T07:09:40Z,hesai_lidar,1,3998;4000;4018,3998:S;4000:S;4018:S,19.939,224928,19,ok
2026-08-25T07:09:40Z,go2_imu_bridge,1,4077;4079;4083,4077:S;4079:S;4083:S,9.827,125292,22,ok
2026-08-25T07:09:40Z,super_lio,1,4120,4120:S,41.548,159324,15,ok
2026-08-25T07:09:40Z,body_odom_adapter,1,4437,4437:S,0.816,85760,12,ok
2026-08-25T07:09:40Z,terrain_mapper,1,4443,4443:S,5.426,116412,12,ok
2026-08-25T07:09:40Z,body_lattice_planner,1,4445,4445:S,1.119,91148,12,ok
2026-08-25T07:09:40Z,go2_sdk2_bridge,1,4768,4768:S,6.356,94836,22,ok
2026-08-25T07:09:40Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T07:09:40Z,go2_rl_controller,0,,,,0,0,stopped
