timestamp,component,running,pids,states,cpu_percent_interval,rss_kib,threads,metrics_status
2026-08-25T02:31:06Z,hesai_lidar,0,,,,0,0,stopped
2026-08-25T02:31:06Z,go2_imu_bridge,0,,,,0,0,stopped
2026-08-25T02:31:06Z,super_lio,0,,,,0,0,stopped
2026-08-25T02:31:06Z,body_odom_adapter,0,,,,0,0,stopped
2026-08-25T02:31:06Z,terrain_mapper,0,,,,0,0,stopped
2026-08-25T02:31:06Z,body_lattice_planner,0,,,,0,0,stopped
2026-08-25T02:31:06Z,go2_sdk2_bridge,0,,,,0,0,stopped
2026-08-25T02:31:06Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T02:31:06Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-25T02:32:41Z,hesai_lidar,1,3502;3504;3523,3502:S;3504:S;3523:S,,221164,19,baseline
2026-08-25T02:32:41Z,go2_imu_bridge,1,3584;3586;3590,3584:S;3586:S;3590:S,,123704,22,baseline
2026-08-25T02:32:41Z,super_lio,1,3629,3629:S,,147440,15,baseline
2026-08-25T02:32:41Z,body_odom_adapter,1,3985,3985:S,,87576,12,baseline
2026-08-25T02:32:41Z,terrain_mapper,1,3991,3991:S,,110624,12,baseline
2026-08-25T02:32:41Z,body_lattice_planner,1,3993,3993:S,,93480,12,baseline
2026-08-25T02:32:41Z,go2_sdk2_bridge,1,4478,4478:S,,98456,22,baseline
2026-08-25T02:32:41Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T02:32:41Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-25T02:33:35Z,hesai_lidar,1,3502;3504;3523,3502:S;3504:S;3523:S,19.202,222936,19,ok
2026-08-25T02:33:35Z,go2_imu_bridge,1,3584;3586;3590,3584:S;3586:S;3590:S,9.261,123748,22,ok
2026-08-25T02:33:35Z,super_lio,1,3629,3629:R,38.846,148112,15,ok
2026-08-25T02:33:35Z,body_odom_adapter,1,3985,3985:S,0.827,87236,12,ok
2026-08-25T02:33:35Z,terrain_mapper,1,3991,3991:S,15.270,112708,12,ok
2026-08-25T02:33:35Z,body_lattice_planner,1,3993,3993:S,1.121,93208,12,ok
2026-08-25T02:33:35Z,go2_sdk2_bridge,1,4478,4478:R,5.715,98580,22,ok
2026-08-25T02:33:35Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T02:33:35Z,go2_rl_controller,0,,,,0,0,stopped
2026-08-25T02:34:27Z,hesai_lidar,1,3502;3504;3523,3502:S;3504:S;3523:S,19.137,222492,19,ok
2026-08-25T02:34:27Z,go2_imu_bridge,1,3584;3586;3590,3584:S;3586:S;3590:S,9.262,123096,22,ok
2026-08-25T02:34:27Z,super_lio,1,3629,3629:R,40.384,149700,15,ok
2026-08-25T02:34:27Z,body_odom_adapter,1,3985,3985:S,0.825,86796,12,ok
2026-08-25T02:34:27Z,terrain_mapper,1,3991,3991:R,17.488,112156,12,ok
2026-08-25T02:34:27Z,body_lattice_planner,1,3993,3993:S,1.381,93108,12,ok
2026-08-25T02:34:27Z,go2_sdk2_bridge,1,4478,4478:S,5.714,98936,22,ok
2026-08-25T02:34:27Z,go2_sdk2_direct_bridge,0,,,,0,0,stopped
2026-08-25T02:34:27Z,go2_rl_controller,0,,,,0,0,stopped
