timestamp,status,file_size_bytes,mtime_epoch,last_frame,frame_delta,last_points,last_packets,last_start_time,last_end_time,tail_warning_lines,tail_error_lines
2026-08-11T01:29:07Z,ok,290816,1786411265,3045,,64000,500,1786411261.762694,1786411261.862354,0,0
2026-08-11T01:30:40Z,frame_reset,88763,1786411841,927,,64000,500,1786411841.742258,1786411841.842670,2,0
2026-08-11T01:31:31Z,ok,136571,1786411892,1431,504,64000,500,1786411892.127834,1786411892.227715,0,0
2026-08-11T01:32:23Z,ok,186636,1786411944,1958,527,64000,500,1786411944.820722,1786411944.929942,0,0
2026-08-11T01:33:15Z,ok,235466,1786411996,2472,514,64000,500,1786411996.214685,1786411996.313531,0,0
2026-08-11T01:34:56Z,ok,333157,1786412097,3487,1015,64000,500,1786412097.700407,1786412097.799891,0,0
2026-08-11T01:35:48Z,ok,382692,1786412149,4005,518,64000,500,1786412149.495014,1786412149.594326,2,0
2026-08-11T01:36:40Z,ok,432187,1786412201,4525,520,64000,500,1786412201.488538,1786412201.591097,0,0
2026-08-11T01:37:31Z,ok,480257,1786412252,5032,507,64000,500,1786412252.194034,1786412252.293802,0,0
2026-08-11T01:38:47Z,ok,552932,1786412328,5796,764,64000,500,1786412328.605353,1786412328.704969,0,0
2026-08-11T01:39:39Z,ok,601857,1786412380,6312,516,64000,500,1786412380.208975,1786412380.308490,0,0
2026-08-11T01:40:28Z,ok,649623,1786412429,6805,493,64000,500,1786412429.510041,1786412429.609228,4,0
