timestamp,monotonic_ns,interface,operstate,carrier,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped,status
2026-08-26T05:34:30Z,218290000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:34:30Z,218290000000,enP8p1s0,up,1,853120110,1217627,0,0,345492,1418,0,0,ok
2026-08-26T05:34:30Z,218290000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:34:30Z,218290000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:34:30Z,218290000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:34:30Z,218290000000,wlx6c1ff7881257,up,1,5414638,9398,0,21,7607793,16381,0,0,ok
2026-08-26T05:36:07Z,317630000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:36:07Z,317630000000,enP8p1s0,up,1,1345779616,1875196,0,0,2366029,11080,0,0,ok
2026-08-26T05:36:07Z,317630000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:36:07Z,317630000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:36:07Z,317630000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:36:07Z,317630000000,wlx6c1ff7881257,up,1,10074210,18649,0,31,35484499,97332,0,0,ok
2026-08-26T05:37:01Z,370670000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:37:01Z,370670000000,enP8p1s0,up,1,1609169668,2225758,0,0,4639722,21734,0,0,ok
2026-08-26T05:37:01Z,370670000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:37:01Z,370670000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:37:01Z,370670000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:37:01Z,370670000000,wlx6c1ff7881257,up,1,12241874,22386,0,36,48740546,134883,0,0,ok
2026-08-26T05:37:53Z,422260000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:37:53Z,422260000000,enP8p1s0,up,1,1865878058,2567372,0,0,6819278,32119,0,0,ok
2026-08-26T05:37:53Z,422260000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:37:53Z,422260000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:37:53Z,422260000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:37:53Z,422260000000,wlx6c1ff7881257,up,1,14181826,28235,0,41,70710807,185172,0,0,ok
2026-08-26T05:38:46Z,475770000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:38:46Z,475770000000,enP8p1s0,up,1,2132201050,2922266,0,0,7865361,37492,0,0,ok
2026-08-26T05:38:46Z,475770000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:38:46Z,475770000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:38:46Z,475770000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:38:46Z,475770000000,wlx6c1ff7881257,up,1,16709315,34001,0,46,92843022,236073,0,0,ok
2026-08-26T05:40:45Z,594890000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:40:45Z,594890000000,enP8p1s0,up,1,2724776088,3710918,0,0,12371232,59638,0,0,ok
2026-08-26T05:40:45Z,594890000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:40:45Z,594890000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:40:45Z,594890000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:40:45Z,594890000000,wlx6c1ff7881257,up,1,22530767,44483,0,57,131435786,334989,0,0,ok
2026-08-26T05:41:37Z,646950000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:41:37Z,646950000000,enP8p1s0,up,1,2983662064,4055578,0,0,14559731,70029,0,0,ok
2026-08-26T05:41:37Z,646950000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:41:37Z,646950000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:41:37Z,646950000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:41:37Z,646950000000,wlx6c1ff7881257,up,1,26516525,49720,0,62,150845126,380036,0,0,ok
2026-08-26T05:42:32Z,702400000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:42:32Z,702400000000,enP8p1s0,up,1,3265256684,4427757,0,0,16809262,81194,0,0,ok
2026-08-26T05:42:32Z,702400000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:42:32Z,702400000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:42:32Z,702400000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:42:32Z,702400000000,wlx6c1ff7881257,up,1,29202948,53998,0,68,168596921,423925,0,0,ok
2026-08-26T05:43:27Z,756330000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:43:27Z,756330000000,enP8p1s0,up,1,3535513832,4786179,0,0,19063328,92000,0,0,ok
2026-08-26T05:43:27Z,756330000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:43:27Z,756330000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:43:27Z,756330000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:43:27Z,756330000000,wlx6c1ff7881257,up,1,30639435,58169,0,73,186286504,465930,0,0,ok
2026-08-26T05:44:45Z,834400000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:44:45Z,834400000000,enP8p1s0,up,1,3923846072,5303005,0,0,22229361,107813,0,0,ok
2026-08-26T05:44:45Z,834400000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:44:45Z,834400000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:44:45Z,834400000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:44:45Z,834400000000,wlx6c1ff7881257,up,1,32753851,61696,0,81,207732040,521789,0,0,ok
2026-08-26T05:45:37Z,886240000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:45:37Z,886240000000,enP8p1s0,up,1,4181820218,5646352,0,0,24325757,118296,0,0,ok
2026-08-26T05:45:37Z,886240000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:45:37Z,886240000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:45:37Z,886240000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:45:37Z,886240000000,wlx6c1ff7881257,up,1,35180118,64738,0,86,221287284,558384,0,0,ok
2026-08-26T05:46:29Z,938220000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:46:29Z,938220000000,enP8p1s0,up,1,4440375434,5990495,0,0,26435093,128823,0,0,ok
2026-08-26T05:46:29Z,938220000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:46:29Z,938220000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:46:29Z,938220000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:46:29Z,938220000000,wlx6c1ff7881257,up,1,38453368,68870,0,92,235344460,595783,0,0,ok
2026-08-26T05:47:22Z,991570000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:47:22Z,991570000000,enP8p1s0,up,1,4705536826,6343509,0,0,28598297,139627,0,0,ok
2026-08-26T05:47:22Z,991570000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:47:22Z,991570000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:47:22Z,991570000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:47:22Z,991570000000,wlx6c1ff7881257,up,1,41444610,73027,0,97,250792821,635373,0,0,ok
2026-08-26T05:48:40Z,1069560000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:48:40Z,1069560000000,enP8p1s0,up,1,5093762912,6860077,0,0,31764853,155449,0,0,ok
2026-08-26T05:48:40Z,1069560000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:48:40Z,1069560000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:48:40Z,1069560000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:48:40Z,1069560000000,wlx6c1ff7881257,up,1,44764451,78582,0,105,274038435,694256,0,0,ok
2026-08-26T05:49:33Z,1122240000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:49:33Z,1122240000000,enP8p1s0,up,1,5355648574,7208646,0,0,33897718,166093,0,0,ok
2026-08-26T05:49:33Z,1122240000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:49:33Z,1122240000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:49:33Z,1122240000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:49:33Z,1122240000000,wlx6c1ff7881257,up,1,46952169,82121,0,110,289304432,733593,0,0,ok
2026-08-26T05:50:25Z,1174700000000,can0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:50:25Z,1174700000000,enP8p1s0,up,1,5617227774,7556770,0,0,36032159,176760,0,0,ok
2026-08-26T05:50:25Z,1174700000000,l4tbr0,down,,0,0,0,0,0,0,0,0,partial
2026-08-26T05:50:25Z,1174700000000,usb0,down,0,0,0,0,0,0,0,0,0,ok
2026-08-26T05:50:25Z,1174700000000,usb1,down,0,0,0,0,0,0,0,0,0,ok
